Test acc,Training acc,Test time,Training time,Epochs,Training size,Batchsize,Learning rate,Momentum,EpochLrDecrease,Backprop prob,Seed,Hidden Units1
8,8.985508,0.0003759,0.0020083,1,345,151,0.16675806,0.18012698,0.0065643094,0.26508942,11296,43
9,10.714286,0.000268,0.0074648,5,308,127,0.62457585,0.25321373,0.54760617,0.40574738,67702,31
14,12.45283,0.0003264,0.0050958,2,265,41,0.24536712,0.044602074,0.48230097,0.28517354,43459,22
8,7.076923,0.0003691,0.0060699,4,325,112,0.9219758,0.6644265,0.2963738,0.8281736,44976,43
8,8.599508,0.0004735,0.0178175,4,407,51,0.33525535,0.07073457,0.07632377,0.4753266,1948,37
8,8.143322,0.0004482,0.0024507,1,307,72,0.37090704,0.16398923,0.35000455,0.7801565,72274,38
12,8.868502,0.0004569,0.0011718,1,327,183,0.83451986,0.5912027,0.29231784,0.56828964,3191,38
21,22.939867,0.0002683,0.0087218,5,449,194,0.033200108,0.050671626,0.14118434,0.15967034,24456,31
10,17.037037,0.0003381,0.0063322,4,135,33,0.49002352,0.2433654,0.6650236,0.3384529,32173,47
8,7.2961373,0.0003022,0.0048758,3,466,166,0.7482191,0.4311889,0.32169947,0.0652925,66225,24
8,11.153846,0.0002791,0.0041357,2,260,83,0.94745845,0.14785117,0.8126861,0.09886447,21518,29
16,10.874704,0.00034,0.0067181,3,423,126,0.062509336,0.2670441,0.15178786,0.74218667,91353,28
8,7.9741383,0.0006081,0.0143916,5,464,184,0.78367704,0.4434319,0.34312668,0.51756257,43056,33
8,9.403669,0.0005435,0.0180546,4,436,47,0.7753936,0.5022042,0.22838174,0.62350154,53215,47
13,20.114943,0.0028312,0.0138276,4,174,159,0.6921607,0.18648745,0.46735385,0.77874964,21138,33
8,0,0.000298,9.6E-06,2,143,186,0.28328413,0.09331995,0.33324072,0.7495165,52007,49
8,13.211844,0.0001719,0.0013101,1,439,114,0.75195074,0.25458187,0.8071122,0.10644172,95743,43
9,14.698163,0.0001725,0.0029014,2,381,114,0.7069121,0.29432204,0.57022333,0.76817477,97349,35
36,17.391304,0.0001814,0.0007037,2,115,77,0.0029945064,0.09360958,0.88785946,0.55386746,79269,42
9,10.778442,0.0001845,0.001533,2,167,51,0.8005677,0.23915379,0.7782383,0.67540115,13322,36
14,11.111112,0.0001831,0.0006215,1,126,35,0.6112253,0.087912336,0.65275085,0.359861,90697,49
8,8.4862385,0.0001698,0.0014357,1,436,137,0.998522,0.14311926,0.2687161,0.57510704,53373,30
9,10.646388,0.0001657,0.0031258,4,263,111,0.97909135,0.4741383,0.22689281,0.7763067,73974,36
8,10.714286,0.0001663,0.0025789,4,168,142,0.20304376,0.83346635,0.523134,0.10894173,99560,25
8,8.674699,0.0002071,0.0080885,2,415,86,0.26799902,0.77120167,0.13949321,0.88068074,84416,33
21,9.60334,0.000165,0.002972,2,479,140,0.06462106,0.6395655,0.57622933,0.5617085,53084,22
9,10.2649,0.0001586,0.0051258,4,302,56,0.49879292,0.09657174,0.29491347,0.6429651,87400,21
17,11.620795,0.00017,0.0009445,1,327,84,0.12080308,0.56282246,0.6323897,0.5154277,48240,32
28,36.11111,0.0002571,0.0020091,4,144,132,0.317101,0.9330179,0.042347424,0.8973562,97695,43
8,12.732919,0.0001963,0.0077621,4,322,26,0.08849401,0.6853889,0.38039535,0.10654613,5646,47
8,9.2274685,0.0001923,0.0025502,2,466,172,0.45983467,0.69046736,0.12176892,0.6977244,83094,23
7,8.196721,0.0002107,0.0068135,3,488,82,0.19003452,0.61062163,0.28605628,0.119014144,913,48
8,9.497207,0.0002005,0.0057938,4,358,168,0.9654753,0.6613778,0.2560438,0.2888328,90988,38
28,21.956522,0.0001669,0.0074504,5,460,122,0.12572584,0.20607294,0.37821484,0.2380318,48906,45
11,9.565217,0.0001999,0.0015479,3,115,105,0.7970789,0.091404915,0.9668405,0.17090751,73101,48
8,17.788462,0.000174,0.0029331,2,416,119,0.06422703,0.93555814,0.64755714,0.8916556,19392,20
8,9.382716,0.0001622,0.0051918,4,405,187,0.55297494,0.9865726,0.25884134,0.82684094,29304,27
8,8.484849,0.0001696,0.0055038,4,495,146,0.861106,0.017759386,0.28718758,0.58143485,88839,22
34,5.1282053,0.0001674,0.000553,1,312,162,0.7505448,0.09032523,0.84439105,0.17085525,75844,22
9,5.185185,0.0001702,0.0012047,1,405,176,0.47275588,0.486244,0.12531666,0.75915694,3875,20
8,10.439561,0.0002119,0.0066155,4,182,174,0.6623007,0.9448617,0.97352403,0.6842434,30806,50
9,0,0.000188,1.46E-05,4,103,175,0.26921052,0.061110083,0.08814573,0.9427989,86640,39
8,13.333334,0.0001802,0.0010598,1,240,41,0.5122177,0.2795077,0.74860626,0.991298,47338,30
8,7.434944,0.0001812,0.0038164,5,269,90,0.93285096,0.3045189,0.81342643,0.42425644,59196,47
8,8.735632,0.0001713,0.0034766,2,435,64,0.47711185,0.9843063,0.19238576,0.75400203,26116,42
8,10.085836,0.0001812,0.0057991,3,466,90,0.8562088,0.025320495,0.50916606,0.80272335,41692,49
8,10.599078,0.0001635,0.0030984,5,217,84,0.65588355,0.89083654,0.4182789,0.74498653,5391,29
9,8.695652,0.0001592,0.0016034,2,230,58,0.88880444,0.9323077,0.6953095,0.1328141,84186,28
32,30.476192,0.0001687,0.003319,5,105,20,0.08370081,0.42167288,0.2197807,0.75065494,40315,41
8,9.93228,0.0001603,0.0041143,2,443,55,0.43455955,0.21267354,0.87894,0.7894173,98638,26
8,8.496733,0.0001918,0.0052319,5,306,82,0.9594554,0.92050916,0.65692484,0.15902703,71021,47
14,9.2511015,0.0001749,0.0008522,1,227,73,0.2098979,0.82478833,0.5696587,0.21907294,67634,28
11,13.461539,0.0003034,0.0036048,5,208,82,0.32104185,0.52055764,0.15108307,0.5935118,26204,50
12,13.550136,0.0001581,0.0051792,5,369,170,0.92863363,0.43811494,0.13839887,0.95084524,76710,31
8,7.786885,0.0001755,0.0077183,5,488,100,0.9266969,0.44575396,0.7174343,0.6723269,43573,37
8,10.116732,0.0001703,0.0035823,4,257,69,0.4390324,0.56890184,0.9357008,0.40922514,24351,31
8,11.764706,0.0001931,0.0003599,1,119,90,0.8853407,0.40001526,0.42288274,0.18173252,31350,32
8,8.158508,0.0001627,0.005633,5,429,193,0.17986207,0.26632938,0.5926075,0.28651583,72356,39
8,7.1161046,0.0001606,0.0017262,2,267,114,0.5886292,0.99889946,0.069898784,0.54896814,66011,29
17,12.890625,0.0001734,0.0065986,5,256,29,0.16681592,0.63224864,0.30640203,0.4906625,54190,31
23,19.313305,0.00016,0.0030439,5,233,189,0.9639775,0.86973137,0.04995029,0.45725495,79593,22
8,7.8717203,0.0001582,0.004617,4,343,91,0.81311655,0.30516464,0.07000589,0.16419038,40872,41
10,12.780269,0.0001829,0.0014909,1,446,117,0.21571197,0.6022009,0.82964504,0.43773544,28934,39
8,10.930233,0.0001651,0.0025963,2,430,125,0.9344901,0.4795638,0.005439788,0.8183833,31314,31
8,10.749186,0.0001524,0.0049558,5,307,35,0.99749684,0.5296122,0.6707475,0.07851662,62339,20
8,9.635975,0.0001678,0.0042195,3,467,147,0.5356058,0.81867796,0.37527987,0.28307363,28171,41
8,11.023622,0.000163,0.0027748,5,127,36,0.87955904,0.080756254,0.33444557,0.15809548,19824,39
8,8.801956,0.0001648,0.0029035,2,409,91,0.13943423,0.6425539,0.41816244,0.63420475,21039,31
14,6.5708423,0.0001661,0.0020893,2,487,171,0.9040231,0.41773885,0.84294015,0.2687327,81615,29
28,15.625,0.0001586,0.0047884,4,160,158,0.12019606,0.29546347,0.26520807,0.8760121,29242,21
8,9.186352,0.000168,0.0035135,3,381,171,0.7625427,0.0069318265,0.13721263,0.9123533,57790,33
8,9.502263,0.000163,0.0078119,4,442,48,0.60039186,0.3176368,0.6010879,0.6389421,87861,37
12,9.090909,0.0001718,0.0020267,4,176,141,0.88809645,0.8576568,0.7236222,0.92910385,52417,28
8,11.627908,0.0001988,0.0011622,1,301,140,0.31484553,0.5245425,0.67197883,0.22757395,7651,39
8,9.189189,0.0001822,0.0055219,3,370,34,0.8473632,0.69066805,0.53988594,0.7314527,57151,49
9,9.871244,0.0001866,0.0028661,3,233,69,0.6153916,0.2504294,0.6887648,0.58058584,47920,50
13,8.653847,0.0001692,0.0005106,2,104,62,0.2330333,0.5702935,0.54078454,0.96852845,38529,32
8,7.4468083,0.0001738,0.0021069,2,470,108,0.51550335,0.87095964,0.5058724,0.04109603,47903,23
7,6.382979,0.0001646,0.0002367,1,141,117,0.20596074,0.2861012,0.2627545,0.021759603,33495,20
8,9.065934,0.0001739,0.0057781,4,364,93,0.846479,0.8380294,0.15254013,0.17035307,6314,42
5,0,0.0001732,6E-06,1,169,193,0.7579111,0.28832945,0.65794706,0.23611964,77151,25
11,11.428572,0.0002083,0.0025768,4,175,165,0.81409574,0.39193815,0.51212746,0.96236974,356,40
11,6.117647,0.0003305,0.0011515,1,425,176,0.9690424,0.19867308,0.17246734,0.53914934,95922,21
8,6.8041234,0.0001797,0.0054212,5,485,169,0.82258064,0.6625434,0.24488619,0.55931646,27556,35
8,7.960199,0.0001672,0.0011545,2,201,155,0.38717857,0.8008837,0.5070377,0.40596205,2880,23
8,12.974684,0.0001601,0.0018901,2,316,88,0.19905841,0.26464486,0.19956832,0.60961735,85373,29
8,6.185567,0.0001721,0.0025462,2,485,196,0.9955058,0.40303403,0.36029118,0.64865935,20904,35
8,9.795918,0.0001841,0.0083093,5,490,160,0.34872332,0.5214733,0.5407449,0.2720108,19356,50
8,8.053691,0.0001719,0.0057075,5,447,181,0.17286626,0.784399,0.6467259,0.33079496,67677,35
6,5.882353,0.0001733,0.0016089,2,204,20,0.35926822,0.92048895,0.7542929,0.0017551403,62407,23
11,15.759312,0.0001804,0.006066,2,349,86,0.0633671,0.69909793,0.38603652,0.6557246,73134,31
8,8,0.0001552,0.0042772,5,300,114,0.98740333,0.4150817,0.8826278,0.63751495,16413,22
10,7.534247,0.0001655,0.0018811,3,292,167,0.7945292,0.7947313,0.2316814,0.2265907,2115,38
8,10.249308,0.0001899,0.0026208,2,361,176,0.7366709,0.0041707475,0.07951454,0.73319006,98364,28
8,9.770115,0.0001763,0.007913,5,348,33,0.6508338,0.06326941,0.76163894,0.9133309,86802,31
9,13.746632,0.0001621,0.0059247,5,371,116,0.3845741,0.8760153,0.6312137,0.6123636,23161,27
8,10.810811,0.0001519,0.0041536,3,296,28,0.85327715,0.45898038,0.35128805,0.8828434,1684,23
21,5,0.0001658,0.0008694,2,200,116,0.74261254,0.9506618,0.08175647,0.45906672,80620,25
7,0,0.0002146,4.7E-06,1,123,125,0.75071776,0.6521906,0.019230409,0.50739646,21802,41
8,11.111112,0.0001609,0.0073222,5,333,41,0.13627195,0.91526383,0.7609205,0.8791789,11684,29
8,6.8965516,0.0001604,0.0046546,5,406,151,0.7473792,0.5110208,0.7303242,0.8325496,90500,25
8,10.942249,0.0001601,0.0049046,5,329,155,0.16281489,0.758224,0.32877737,0.6760412,62689,23
35,28.53598,0.0001917,0.0022164,1,403,21,0.050781813,0.6895408,0.6211098,0.52153784,14532,31
8,7.2463765,0.0001715,0.0061839,5,414,90,0.91096306,0.24016355,0.7307929,0.89355904,8607,42
16,14.968152,0.0001703,0.0027107,3,314,92,0.7761075,0.45540032,0.7353939,0.984071,60043,25
8,8.81356,0.0001615,0.0009438,2,295,180,0.7438371,0.30740663,0.94585377,0.41845074,3933,32
29,17.824774,0.0001567,0.0010293,1,331,102,0.6176945,0.95592237,0.5861679,0.48076543,41752,22
27.000002,28.37838,0.0001752,0.0036917,5,222,68,0.07465964,0.8576421,0.29258668,0.22521332,25742,42
8,11.19403,0.0001709,0.0009047,2,268,148,0.76613617,0.4784563,0.26225632,0.7000826,73551,43
8,11.186441,0.0001712,0.0039525,4,295,93,0.31512657,0.5114667,0.9554606,0.3667419,71529,42
8,10.071942,0.0001679,0.0049835,4,278,43,0.48420033,0.446886,0.88563454,0.6425258,35642,45
8,5.8165545,0.0001693,0.0038274,4,447,157,0.89780647,0.20292598,0.7847479,0.52060336,66297,45
8,9.670782,0.0001497,0.0130724,5,486,20,0.3672325,0.7440858,0.9028516,0.5520991,24607,25
19,14.363144,0.0001542,0.002954,3,369,176,0.039954312,0.71261495,0.5385093,0.2451365,68212,32
8,8.4862385,0.0001662,0.0042706,4,436,187,0.8987272,0.61073077,0.7962523,0.17080946,83870,40
2,0,0.0001767,5.3E-06,1,157,188,0.39563268,0.84117645,0.036255587,0.6485224,46728,49
24,20.762712,0.0001688,0.0102137,4,472,49,0.09108273,0.74415815,0.40577316,0.16073881,78168,47
8,9.3199,0.0001732,0.0054906,4,397,94,0.88358444,0.8371009,0.8949296,0.5578457,92303,35
15.000001,9.307877,0.0001778,0.0008879,1,419,168,0.58874667,0.7256701,0.5440644,0.21794365,68710,40
13,11.824324,0.0001579,0.0040849,4,296,49,0.988528,0.03407139,0.123240046,0.4256675,87641,26
8,8.759124,0.0001632,0.0026634,2,411,75,0.8044462,0.1407226,0.43020293,0.9351769,50180,23
14,9.5,0.0001678,0.0004199,1,200,149,0.9034618,0.22159709,0.5024218,0.7516635,45440,23
43,29.15129,0.0001841,0.0016848,3,271,165,0.009058316,0.7209725,0.07230735,0.9171617,23079,48
8,10.946746,0.0001767,0.0042249,3,338,67,0.51560307,0.9475766,0.7514494,0.2809406,81663,50
13,10.040983,0.0001791,0.0011529,1,488,197,0.34949315,0.20173854,0.38543496,0.7598777,63002,46
8,10.05291,0.0001515,0.0047029,5,189,26,0.6568865,0.2441997,0.4062264,0.5438335,88587,32
9,11.30064,0.0001614,0.0081308,5,469,113,0.34044793,0.7162362,0.033583604,0.488061,46053,28
8,10.942249,0.0001745,0.003997,4,329,163,0.6530775,0.5126056,0.9821712,0.24517785,12947,36
9,7.941177,0.0001582,0.0024981,3,340,128,0.38485467,0.08378797,0.959781,0.9687821,94066,28
24,23.456789,0.0001712,0.0015213,3,243,185,0.99248636,0.4937708,0.062073678,0.7059458,69990,33
20,11.883408,0.0001832,0.0014593,1,446,101,0.6384627,0.9645765,0.29440388,0.3881492,19495,50
15.000001,14.925373,0.0001637,0.0019623,2,335,164,0.95899767,0.0032417884,0.48649922,0.6435094,86994,36
8,10.658307,0.000161,0.0043702,4,319,49,0.8789835,0.28712896,0.5989778,0.7284607,86600,30
11,4.0697675,0.0001539,0.0008548,5,172,87,0.83529013,0.47447345,0.7125301,0.017644836,17159,23
10,9.221312,0.0001561,0.0014325,1,488,106,0.41987115,0.4148371,0.2823916,0.088950254,34065,28
11,12.7314825,0.0001623,0.0010696,1,432,197,0.6494458,0.649217,0.24351895,0.49352998,69258,29
27.000002,17.80822,0.0001575,0.0012387,3,219,156,0.058749925,0.72604066,0.06728895,0.18026792,46025,40
8,17.241379,0.0001609,0.0009781,2,145,70,0.21819244,0.48463574,0.89203894,0.8626455,88756,21
19,8.609272,0.000165,0.0003854,1,151,114,0.37262297,0.84765273,0.9833097,0.38851956,64454,27
8,11.693548,0.0001633,0.0037082,4,248,47,0.4482327,0.6171642,0.5345522,0.30864918,59194,26
30.000002,35.19164,0.0001556,0.0047035,3,287,20,0.04322396,0.4808864,0.8746605,0.44400182,24043,36
14,9.132421,0.0001658,0.001922,3,219,198,0.25316685,0.9717957,0.38748825,0.8784661,40242,46
8,12.135922,0.0001517,0.0021708,1,412,28,0.62806183,0.70905364,0.013135996,0.9658323,74095,28
8,8.285714,0.0001631,0.0023784,3,350,120,0.45320466,0.9136723,0.4074407,0.4514485,62254,46
8,8.923077,0.0001558,0.002606,4,325,95,0.39200407,0.59640855,0.7830613,0.056676798,40,30
22,12.592593,0.0001741,0.0002669,1,135,82,0.71316105,0.46237049,0.3257564,0.8606425,56951,24
8,8.144796,0.0001475,0.006929,4,442,37,0.15502566,0.8815795,0.72633183,0.42519727,85368,24
8,13.392857,0.0001721,0.0009046,4,112,58,0.48325,0.89101434,0.51202023,0.23431185,81507,34
8,5.3691278,0.000213,0.0004122,1,149,111,0.33001614,0.35990632,0.92155695,0.38378876,45920,38
13,10.455764,0.0001744,0.0011704,1,373,88,0.871889,0.6840526,0.08522902,0.37723073,17502,38
8,6.666667,0.0001614,0.0017671,2,435,157,0.6416901,0.62222445,0.14903109,0.30412692,35021,40
15.000001,14.901961,0.0001561,0.0025378,2,255,22,0.23458198,0.13735817,0.31601977,0.11056277,3424,39
17,13.278009,0.0001632,0.003147,4,241,104,0.37663308,0.9981554,0.15422016,0.2925235,8142,47
8,8.163265,0.0001695,0.0031953,5,196,153,0.54784817,0.5512657,0.71165204,0.74954003,1194,40
8,4.910714,0.0001763,0.0003991,1,224,120,0.5079908,0.85182714,0.93801844,0.850215,36761,47
33,21.451103,0.0001644,0.0009616,1,317,153,0.020831611,0.19845444,0.3839759,0.284144,46131,41
8,11.111112,0.0001471,0.0012197,2,144,33,0.7558757,0.49146786,0.84498996,0.18736821,7276,32
8,7.017544,0.0001729,0.0008075,1,285,134,0.56037045,0.18480116,0.3626876,0.4865071,27121,30
8,9.638554,0.0001645,0.0022264,5,249,149,0.5312771,0.6271537,0.2753065,0.52709234,84466,38
19,3.6036036,0.000158,0.0008739,3,111,65,0.5316424,0.65391904,0.79869294,0.54188687,82154,23
9,7.716049,0.0001523,0.0024454,5,324,175,0.47801366,0.89267313,0.15665583,0.11847592,2057,31
22,26.480835,0.0001586,0.0015208,3,287,176,0.568989,0.15833832,0.70865536,0.116740786,59604,39
10,8.583691,0.000156,0.0015447,3,233,177,0.40327042,0.8830465,0.11484197,0.32770914,78778,30
8,9.113924,0.0001626,0.0087613,4,395,26,0.7059227,0.37028226,0.6574785,0.70000106,96102,39
8,7.913669,0.0001749,0.0040809,5,417,114,0.7640372,0.32800737,0.6414527,0.08557605,85111,47
13,11.486486,0.0001417,0.0010722,1,296,45,0.82193726,0.95136076,0.958723,0.64285016,35191,32
8,10.035843,0.0001876,0.003762,4,279,129,0.5898439,0.3923314,0.9150322,0.7317649,29573,49
8,9.655172,0.0009381,0.0006868,1,145,22,0.11314071,0.52921116,0.45665455,0.2742091,60904,37
8,8.764045,0.0002045,0.003736,2,445,52,0.8114459,0.042927366,0.66411316,0.16516536,30272,34
18,0,0.0002076,2.12E-05,5,145,150,0.2449413,0.47058162,0.37480712,0.9056634,27937,34
11,6.8627453,0.0001984,0.0002552,1,102,78,0.62829834,0.10989782,0.65539396,0.09375191,29719,27
8,5.9760957,0.0001739,0.000816,3,251,132,0.72981495,0.77319914,0.9058191,0.034796905,6,36
14,4.0462427,0.0001745,0.0005198,1,173,119,0.9045874,0.46482417,0.5009237,0.43129504,60403,36
8,12.765958,0.0001608,0.0037228,4,188,22,0.11904116,0.37856337,0.816797,0.9306023,25563,33
10,7.945205,0.0001708,0.0046285,5,365,150,0.24876302,0.23657478,0.23418659,0.9122486,22997,47
8,5.970149,0.0001956,0.0003899,1,134,101,0.42257348,0.03941793,0.34996793,0.770228,78523,28
9,11.490684,0.0001764,0.0038813,3,322,57,0.61363125,0.19696751,0.30756018,0.17929243,60502,50
8,10.136987,0.0001576,0.0062666,5,365,118,0.5914719,0.50282663,0.5456518,0.24293786,55501,31
8,9.30851,0.0001577,0.002675,3,376,168,0.3081792,0.99542695,0.7455471,0.53221416,54987,22
7,0,0.0001617,1.82E-05,5,124,185,0.8670257,0.7600735,0.15966298,0.90934914,27172,29
8,5.365854,0.000171,0.0029799,5,410,140,0.5317976,0.9047914,0.51057947,0.04856318,10398,42
8,9.448819,0.0001889,0.008355,5,381,59,0.3739381,0.061749335,0.9882532,0.997514,78436,22
8,11.217949,0.0001552,0.0033719,3,312,78,0.91834813,0.033189468,0.42450127,0.9389992,74643,24
8,8.947369,0.0001805,0.0015012,2,190,55,0.86009294,0.46158856,0.71812123,0.72177345,35121,50
69,73.91304,0.0001566,0.0083502,4,483,34,0.035732992,0.28623974,0.6714912,0.73389393,55983,34
8,7.6354685,0.0001475,0.0023718,3,406,146,0.9501242,0.73805654,0.5939929,0.6930008,11617,32
8,8.705882,0.0001783,0.0050054,3,425,43,0.17618723,0.97506523,0.6633045,0.78140116,95537,42
25,9.090909,0.0001607,0.0004058,1,165,127,0.08115432,0.079406254,0.3120518,0.655871,48936,21
8,15.882354,0.0001605,0.0012255,2,170,83,0.8501728,0.3458663,0.23630951,0.5749307,86613,37
17,6.111111,0.0001671,0.0007511,2,180,120,0.99711406,0.4881535,0.5925921,0.43219316,13794,37
11,26.666668,0.0001716,0.0007905,2,195,145,0.038245447,0.2922815,0.78220516,0.58743125,71467,37
7,7.5208917,0.00016,0.002125,3,359,116,0.39407143,0.3682977,0.8475599,0.02957284,29561,25
8,8.641975,0.0002013,0.0054023,5,324,69,0.56846744,0.039729778,0.6797941,0.31826615,12658,43
8,10.86351,0.0001646,0.0077688,4,359,25,0.44967866,0.67516375,0.6625271,0.6796874,10335,28
20,5.6818185,0.000187,0.001035,2,264,159,0.65729326,0.6340304,0.2905319,0.6580785,49714,49
19,9.756097,0.0001549,0.0014754,2,205,46,0.13929918,0.7308248,0.1681742,0.21034329,91066,33
8,9.567198,0.0001746,0.0095578,5,439,43,0.3119275,0.5378006,0.5686652,0.5619376,78561,43
7,8.168317,0.0001748,0.0034343,3,404,36,0.2660418,0.53271425,0.49073943,0.013338242,11710,22
8,7.329843,0.0001637,0.0014861,2,191,40,0.297193,0.6553138,0.7552329,0.44867322,86859,37
8,8.206687,0.0001729,0.0034959,5,329,122,0.89960647,0.95535636,0.1280016,0.15779233,3822,42
27.000002,12.820514,0.000174,0.0010607,2,312,174,0.011495612,0.47166133,0.92003936,0.19288224,17438,40
8,9.657948,0.0001707,0.0082845,4,497,39,0.7812151,0.72284734,0.72086114,0.47758883,87787,40
8,10,0.0001529,0.0037886,5,260,104,0.69951636,0.15740481,0.88713664,0.70665723,50623,28
8,9.090909,0.0001689,0.0027105,1,484,25,0.9484152,0.12540504,0.28059217,0.8402452,18739,48
9,24.734983,0.0001891,0.0016766,3,283,199,0.46284178,0.42875704,0.9075242,0.9918754,4392,40
15.000001,14.666666,0.0001724,0.0009005,2,150,126,0.5884068,0.3120659,0.2050972,0.45892397,78685,50
28,18.235294,0.0001612,0.0024073,3,340,159,0.024601053,0.7962635,0.0298017,0.97311556,57736,24
12,14.935064,0.0001647,0.0016938,5,154,91,0.9440829,0.7759142,0.59680057,0.3983554,19572,41
9,11.267606,0.0001809,0.0028689,3,213,35,0.91626114,0.1117586,0.6866869,0.8880525,40672,39
9,11.524164,0.0001595,0.005425,5,269,53,0.4947168,0.79853266,0.10171108,0.23777701,58662,20
8,11.522634,0.0001672,0.0079842,5,243,22,0.7419432,0.55875194,0.6947578,0.74287975,2909,30
8,8.163265,0.0001748,0.0015659,1,343,39,0.76530915,0.23747008,0.07569095,0.6571638,69256,46
16,9.693877,0.0001639,0.0026298,4,196,195,0.9110879,0.9632275,0.51437604,0.43274158,38861,30
11,0,0.0001795,5.5E-06,1,171,185,0.8627087,0.040001683,0.4611178,0.14550151,2858,46
8,8.672087,0.0002359,0.0043138,3,369,53,0.34094504,0.4318284,0.12519339,0.7796929,24501,24
14,14.782609,0.0002057,0.0012413,1,345,76,0.20656149,0.17065524,0.6287065,0.23904596,91701,49
12,10.843374,5.18E-05,0.001851,5,166,106,0.120187074,0.0550948,0.29959643,0.85753834,9656,22
8,10.42654,5.78E-05,0.000742,2,211,145,0.43069607,0.9479488,0.41567665,0.66677386,90916,38
35,12.019231,5.61E-05,0.0004034,1,208,190,0.42564264,0.41943443,0.065640464,0.23406142,11472,24
9,8.539326,4.4E-05,0.0021914,4,445,129,0.96041644,0.6856408,0.4382606,0.45513815,47153,21
14,8.7786255,4.95E-05,0.0007661,4,262,195,0.5693054,0.88229555,0.5850702,0.13827522,60932,22
8,8.577878,4.75E-05,0.0018922,4,443,93,0.14446056,0.71151495,0.41091204,0.112089105,73056,23
12,0,5.77E-05,9.8E-06,4,125,170,0.77208185,0.72903174,0.37936062,0.66104627,70993,38
8,10.610932,5.4E-05,0.0030553,4,311,38,0.41371354,0.12673804,0.3537185,0.94375205,49773,47
8,9.491526,6.03E-05,0.0010546,3,295,123,0.72108686,0.06523815,0.35312182,0.2674555,84000,44
8,10.541311,5.12E-05,0.0018627,3,351,70,0.20084895,0.23605368,0.8711728,0.35138196,95464,45
8,10.0418415,4.12E-05,0.0013554,4,239,41,0.64385957,0.19811219,0.7404684,0.45524395,80724,20
9,16.049381,3.97E-05,0.0010539,3,162,23,0.171296,0.6809086,0.5906655,0.3568684,12286,21
9,0,5.67E-05,6.4E-06,2,146,185,0.41325462,0.80968344,0.58426225,0.95391136,7458,24
