Error,Experiments,Learning Rate,LR Decay,Tolerance,Gradient,Hyperparameters
3.9258756E-24,262,0.75235593,0.9940988,1.4674377E-12,0.118504636,10
3.9112998E-24,264,0.7524208,0.9940978,1.4696951E-12,0.11846276,10
3.9292247E-24,266,0.7523948,0.99409854,1.4695432E-12,0.11816543,10
3.8766786E-24,265,0.7523222,0.9940969,1.4674705E-12,0.11871681,10
3.894696E-24,265,0.7523526,0.9940997,1.4701986E-12,0.11895692,10
3.944259E-24,262,0.7523313,0.9941005,1.470782E-12,0.118841864,10
3.9324507E-24,266,0.75237316,0.9940978,1.4703165E-12,0.11871155,10
3.8883585E-24,265,0.7523598,0.9940969,1.4695972E-12,0.11904224,10
3.8833098E-24,265,0.75238556,0.99409837,1.4678719E-12,0.1183021,10
3.9277057E-24,263,0.7523073,0.99409854,1.4695578E-12,0.11858327,10
3.90323E-24,264,0.7523336,0.9940996,1.4680596E-12,0.118901275,10
3.891639E-24,265,0.75234383,0.99409664,1.4698875E-12,0.1182797,10
3.936088E-24,266,0.7522972,0.9940986,1.4711888E-12,0.1188977,10
3.9080418E-24,264,0.7524204,0.99409866,1.4687861E-12,0.11846115,10
3.9513167E-24,267,0.75240785,0.99409944,1.4684891E-12,0.118944585,10
3.95722E-24,267,0.7524324,0.99409634,1.4698069E-12,0.118682474,10
3.9029268E-24,264,0.7523365,0.9940967,1.4686181E-12,0.11864804,10
3.9234352E-24,266,0.75237954,0.99409914,1.4685027E-12,0.11884378,10
3.8981447E-24,265,0.752412,0.9940999,1.4702277E-12,0.118151225,10
3.914651E-24,266,0.75229067,0.9940971,1.4674019E-12,0.11865063,10
3.8902238E-24,265,0.75231487,0.9940985,1.4695779E-12,0.11903944,10
3.9084796E-24,264,0.7524231,0.9940985,1.4689152E-12,0.11831515,10
3.8792594E-24,265,0.7523724,0.99409825,1.4675185E-12,0.11907121,10
3.9009984E-24,264,0.7523139,0.9940974,1.4678729E-12,0.11851578,10
3.923071E-24,263,0.7523758,0.99409825,1.4688012E-12,0.11904985,10
3.935415E-24,266,0.752379,0.99410015,1.4702998E-12,0.118147545,10
3.929261E-24,263,0.75229114,0.99409735,1.4703333E-12,0.11873951,10
3.9213416E-24,266,0.75231767,0.99409723,1.4688027E-12,0.11899147,10
3.8837705E-24,265,0.7524191,0.9941,1.4675961E-12,0.118231334,10
3.8788547E-24,265,0.7524215,0.9940948,1.4678906E-12,0.11864493,10
3.937633E-24,262,0.7523638,0.9940992,1.4699423E-12,0.11882415,10
3.91902E-24,264,0.7522974,0.99409866,1.4709798E-12,0.1181437,10
3.892967E-24,265,0.75232977,0.9940973,1.4701527E-12,0.11842052,10
3.9508994E-24,267,0.7523281,0.9940974,1.4683178E-12,0.11871578,10
3.8810304E-24,265,0.75240386,0.99409664,1.4679022E-12,0.11850544,10
3.9059604E-24,264,0.7524001,0.99409765,1.4688006E-12,0.11877824,10
3.9367153E-24,262,0.75234956,0.994098,1.4699083E-12,0.11843438,10
3.923561E-24,262,0.75233704,0.9940974,1.4673986E-12,0.11829831,10
3.9090357E-24,264,0.7523744,0.9940972,1.4697415E-12,0.11902272,10
3.9227805E-24,263,0.7523291,0.9940997,1.4685611E-12,0.11869799,10
3.8849025E-24,265,0.75229216,0.99409807,1.4687723E-12,0.11892854,10
3.9042754E-24,264,0.7523788,0.9940956,1.4691669E-12,0.11892255,10
3.9222267E-24,263,0.75243336,0.99409807,1.468368E-12,0.11892469,10
3.892339E-24,265,0.75233537,0.99409634,1.4702248E-12,0.11862576,10
3.885603E-24,265,0.7524192,0.9940979,1.4685171E-12,0.11833061,10
3.9263165E-24,266,0.7523893,0.9940975,1.469092E-12,0.118174165,10
3.9201117E-24,263,0.7523935,0.9940982,1.4676795E-12,0.11854951,10
3.925379E-24,263,0.75242555,0.9940982,1.4689931E-12,0.11844415,10
3.934598E-24,263,0.752383,0.994099,1.470586E-12,0.11859872,10
3.8902186E-24,265,0.7523703,0.9940974,1.469363E-12,0.118275665,10
3.9026684E-24,264,0.752304,0.99409723,1.4687738E-12,0.11904488,10
3.94021E-24,266,0.7524026,0.99410033,1.4710343E-12,0.119014785,10
3.9417305E-24,262,0.752436,0.9940957,1.4707416E-12,0.11816623,10
3.926522E-24,266,0.75232714,0.9940982,1.4691354E-12,0.11869093,10
3.9189636E-24,263,0.75231,0.99409664,1.4682645E-12,0.11851902,10
3.92953E-24,263,0.75236654,0.9940988,1.4692376E-12,0.11836336,10
3.9365256E-24,263,0.75240475,0.9940982,1.4707932E-12,0.11829169,10
3.9307633E-24,262,0.752299,0.99409795,1.4688612E-12,0.11818475,10
3.9021155E-24,264,0.75229293,0.9941005,1.4678486E-12,0.11869881,10
3.884301E-24,265,0.7523425,0.9940991,1.4684739E-12,0.11892509,10
3.8932976E-24,265,0.7524253,0.9940989,1.4695539E-12,0.118638165,10
3.9054452E-24,264,0.7522987,0.99409956,1.4683159E-12,0.11890979,10
3.9289454E-24,262,0.7524112,0.9940966,1.4685714E-12,0.11842294,10
3.922224E-24,262,0.7524118,0.9940954,1.4676393E-12,0.118964426,10
3.9191213E-24,263,0.75234187,0.9941004,1.4674706E-12,0.11823577,10
3.9152354E-24,263,0.7524004,0.9940955,1.4675131E-12,0.11875439,10
3.9174655E-24,264,0.7523698,0.9940971,1.4709001E-12,0.11814729,10
3.8984717E-24,264,0.7524162,0.9940948,1.4680855E-12,0.11886002,10
3.9198617E-24,263,0.75232536,0.9940981,1.467896E-12,0.1185052,10
3.934215E-24,263,0.75242937,0.9940951,1.4709544E-12,0.11907243,10
3.9294045E-24,263,0.7524206,0.99409467,1.4704265E-12,0.11845188,10
3.933673E-24,262,0.7523142,0.99409765,1.4695628E-12,0.118655995,10
3.902984E-24,264,0.7524258,0.9940976,1.46823E-12,0.118644856,10
3.9641254E-24,267,0.75230086,0.9940969,1.4710928E-12,0.11879796,10
3.920062E-24,266,0.7523932,0.9940962,1.4682914E-12,0.118332915,10
3.9269243E-24,263,0.7523718,0.9940971,1.4692824E-12,0.11844633,10
3.9054452E-24,264,0.7523533,0.9940988,1.4684742E-12,0.11833922,10
3.9311365E-24,263,0.7524206,0.9940984,1.4697156E-12,0.11833044,10
3.9375424E-24,262,0.7523339,0.9940999,1.4695345E-12,0.11835913,10
3.9541617E-24,267,0.75231105,0.9940978,1.4687722E-12,0.11840331,10
3.9152015E-24,266,0.7523666,0.9940974,1.4676373E-12,0.118781306,10
3.949116E-24,267,0.7523449,0.9940965,1.468294E-12,0.11850265,10
3.9191454E-24,263,0.7523397,0.9940985,1.4678915E-12,0.11813685,10
3.9196495E-24,266,0.75234175,0.99409753,1.468082E-12,0.1183364,10
3.933442E-24,263,0.7524044,0.9940968,1.4704711E-12,0.11838202,10
3.88548E-24,265,0.7523316,0.99409664,1.4691991E-12,0.1188797,10
3.929608E-24,266,0.75233984,0.99410033,1.4692999E-12,0.11843326,10
3.9334088E-24,262,0.75240815,0.9941002,1.4686714E-12,0.118924536,10
3.9323403E-24,266,0.7523173,0.99409825,1.4701032E-12,0.11823732,10
3.9566612E-24,267,0.75232047,0.994098,1.4695033E-12,0.11819473,10
3.9157592E-24,266,0.75237685,0.99409616,1.4677445E-12,0.11894803,10
3.8969137E-24,264,0.7523483,0.99409616,1.4677442E-12,0.11872617,10
3.9324862E-24,262,0.7524289,0.9940945,1.4691757E-12,0.11815759,10
3.9406166E-24,262,0.7524296,0.9940956,1.471098E-12,0.11897981,10
3.876959E-24,265,0.75242347,0.99409556,1.4675636E-12,0.11838233,10
3.891371E-24,265,0.7524243,0.9940963,1.4699624E-12,0.11846909,10
3.9009404E-24,264,0.7523518,0.99409586,1.4681928E-12,0.11863832,10
3.883442E-24,265,0.7523055,0.99409854,1.4683338E-12,0.11838545,10
3.8869713E-24,265,0.7523913,0.99409837,1.4685204E-12,0.11826811,10
3.8996956E-24,265,0.7524043,0.9941005,1.4706621E-12,0.11896271,10
3.8986247E-24,265,0.7522937,0.9940973,1.4710443E-12,0.11816008,10
3.9561682E-24,267,0.75238794,0.9941003,1.4694011E-12,0.11846123,10
3.924778E-24,262,0.7523208,0.9940974,1.4679971E-12,0.11904467,10
3.954866E-24,267,0.7523787,0.99409837,1.4692186E-12,0.11867803,10
3.9551778E-24,267,0.75234455,0.9941004,1.4690496E-12,0.11831523,10
3.9353817E-24,266,0.75232375,0.9941004,1.4703269E-12,0.1182585,10
3.9405566E-24,262,0.7523521,0.9940966,1.4708422E-12,0.11826284,10
3.89028E-24,265,0.7523041,0.9940998,1.4690095E-12,0.11829606,10
3.9411116E-24,262,0.7523877,0.99409616,1.4710548E-12,0.11891718,10
3.9528092E-24,267,0.7524256,0.99409527,1.4686932E-12,0.11890628,10
3.885861E-24,265,0.75241643,0.9940978,1.4685703E-12,0.1182404,10
3.92153E-24,266,0.7524029,0.9940953,1.4686566E-12,0.118188135,10
3.8868025E-24,265,0.7523003,0.9940994,1.4688493E-12,0.11888877,10
3.93003E-24,263,0.7524273,0.9940968,1.4699949E-12,0.119078666,10
3.950739E-24,267,0.7524327,0.9940957,1.4684905E-12,0.11854803,10
3.960408E-24,267,0.75234044,0.99409693,1.4704516E-12,0.11851328,10
3.9226424E-24,266,0.7524375,0.99409676,1.4686732E-12,0.11868337,10
3.9316753E-24,266,0.75236803,0.9940978,1.470488E-12,0.118806444,10
3.93383E-24,263,0.752389,0.99409735,1.4705911E-12,0.118597806,10
3.927396E-24,266,0.7523106,0.9940986,1.469532E-12,0.11845702,10
3.916023E-24,264,0.7523999,0.9940992,1.4701205E-12,0.11844428,10
3.9414015E-24,262,0.7523702,0.99409986,1.4705162E-12,0.118518345,10
3.9264636E-24,263,0.7524284,0.9940968,1.4690627E-12,0.118518785,10
3.9410394E-24,262,0.75232977,0.99409664,1.4708274E-12,0.11908226,10
3.9507345E-24,267,0.7522941,0.99409896,1.4686332E-12,0.118721455,10
3.9392294E-24,263,0.75233424,0.99410003,1.471166E-12,0.11844991,10
3.923579E-24,266,0.75241053,0.9941,1.4681308E-12,0.11902075,10
3.948618E-24,267,0.7523041,0.9940991,1.4679335E-12,0.11867026,10
3.926142E-24,263,0.7523722,0.9940961,1.4696478E-12,0.11883189,10
3.9356633E-24,266,0.7524064,0.9940994,1.4705119E-12,0.11867369,10
3.9446926E-24,262,0.7523649,0.99409777,1.4712E-12,0.118994564,10
3.9566072E-24,267,0.7524194,0.994095,1.4697909E-12,0.118134536,10
3.9057336E-24,264,0.7523012,0.994099,1.4687578E-12,0.118746154,10
3.951713E-24,267,0.752368,0.99409664,1.468726E-12,0.11888224,10
3.924757E-24,266,0.75242734,0.99409807,1.468648E-12,0.11822684,10
3.9197252E-24,263,0.7523103,0.994097,1.4684574E-12,0.118643984,10
3.9245676E-24,263,0.75234115,0.99410015,1.4682688E-12,0.11825596,10
3.9581782E-24,267,0.752418,0.994099,1.4697748E-12,0.11873422,10
3.923688E-24,262,0.7522953,0.9941004,1.4673963E-12,0.11889636,10
3.915906E-24,264,0.7523841,0.9940965,1.4708287E-12,0.11847299,10
3.8922657E-24,265,0.752422,0.9941,1.4690563E-12,0.11827375,10
3.965821E-24,267,0.7524359,0.9940949,1.4710412E-12,0.11890544,10
3.9078083E-24,264,0.7524064,0.9940973,1.4688564E-12,0.118197456,10
3.9293035E-24,266,0.7523784,0.99409705,1.4697099E-12,0.118557654,10
3.8993217E-24,265,0.75241786,0.9940968,1.4711509E-12,0.11884567,10
3.9249656E-24,266,0.75237894,0.99410045,1.4685887E-12,0.118607685,10
3.9279747E-24,263,0.75235975,0.9940988,1.4696358E-12,0.11897542,10
3.9251052E-24,262,0.75242007,0.9940987,1.4674361E-12,0.1190312,10
3.9286713E-24,266,0.7522922,0.9940997,1.4692574E-12,0.11879524,10
3.9457864E-24,267,0.7523513,0.9940962,1.4676092E-12,0.118758865,10
3.922594E-24,263,0.75231814,0.9941,1.4682758E-12,0.11847573,10
3.93732E-24,262,0.75236714,0.9941001,1.4695149E-12,0.11836789,10
3.9567453E-24,267,0.7523484,0.9940983,1.4693804E-12,0.11817667,10
3.9353446E-24,263,0.75241613,0.99409944,1.4704567E-12,0.11828155,10
3.886676E-24,265,0.7524302,0.9940998,1.4682768E-12,0.11894349,10
3.9521505E-24,267,0.75231934,0.99409944,1.4686697E-12,0.11849071,10
3.9184654E-24,266,0.7523741,0.9940959,1.4680102E-12,0.11850647,10
3.927167E-24,263,0.75242966,0.99409986,1.46925E-12,0.11887752,10
3.9519577E-24,267,0.7524229,0.99409467,1.4689899E-12,0.11851188,10
3.912768E-24,264,0.7524352,0.99409956,1.4695196E-12,0.118680395,10
3.9336545E-24,262,0.7523672,0.99409986,1.4689711E-12,0.11828631,10
3.9157758E-24,264,0.75240767,0.9941,1.4700145E-12,0.11849401,10
3.9228653E-24,266,0.7523192,0.9940971,1.468723E-12,0.1186559,10
3.932559E-24,262,0.7523084,0.99410045,1.4685781E-12,0.118547805,10
3.9506588E-24,267,0.75239474,0.9940998,1.4685153E-12,0.118669525,10
3.9241476E-24,266,0.75241995,0.99409884,1.4684732E-12,0.11820914,10
3.9370135E-24,263,0.7523457,0.99409795,1.4711726E-12,0.11888654,10
3.9339945E-24,263,0.75240684,0.9940986,1.470316E-12,0.11889726,10
3.965286E-24,267,0.75240517,0.9940966,1.4709788E-12,0.11876637,10
3.9276738E-24,263,0.752389,0.99409556,1.4698927E-12,0.11824238,10
3.946111E-24,262,0.7524213,0.99409974,1.4709733E-12,0.11837665,10
3.9053356E-24,264,0.75237787,0.9940974,1.4690063E-12,0.1190292,10
3.930355E-24,262,0.7523225,0.9941003,1.4681011E-12,0.11816867,10
3.9192306E-24,263,0.75241053,0.9940959,1.4681699E-12,0.11870519,10
3.9296017E-24,266,0.7524026,0.99409896,1.4696239E-12,0.11859689,10
3.9061477E-24,264,0.752314,0.9940988,1.4687287E-12,0.11831796,10
3.9308434E-24,263,0.75241965,0.99409664,1.4705204E-12,0.11899043,10
3.922395E-24,263,0.7522988,0.99409896,1.4680164E-12,0.118319504,10
3.924977E-24,262,0.75239706,0.9940953,1.4680874E-12,0.11849923,10
3.9256697E-24,263,0.7524289,0.9940959,1.4692728E-12,0.11885093,10
3.9232735E-24,266,0.7523139,0.9940996,1.4684713E-12,0.118956126,10
3.9268107E-24,263,0.75235647,0.99409705,1.4694189E-12,0.118459225,10
3.895471E-24,265,0.7523077,0.9940995,1.470154E-12,0.11888148,10
3.9320267E-24,266,0.75242496,0.9940984,1.4698609E-12,0.118178986,10
3.947699E-24,267,0.75234,0.9940978,1.4679869E-12,0.11832879,10
3.9615045E-24,267,0.7523688,0.99409646,1.4704762E-12,0.118777566,10
3.935701E-24,262,0.75236905,0.99409646,1.469694E-12,0.11829607,10
3.9253486E-24,262,0.7524314,0.99409616,1.4678284E-12,0.118230075,10
3.9554425E-24,267,0.7524303,0.99409574,1.4688796E-12,0.11892778,10
3.92775E-24,262,0.7524295,0.99409604,1.4684699E-12,0.11845519,10
3.9243467E-24,262,0.75235146,0.9940991,1.467645E-12,0.11902694,10
3.9451912E-24,267,0.7523496,0.9940959,1.4674081E-12,0.1190667,10
3.9223947E-24,263,0.75237525,0.9940958,1.4687935E-12,0.11815783,10
3.9141842E-24,264,0.7523218,0.9940973,1.4707217E-12,0.11893749,10
3.928238E-24,262,0.75239646,0.99409604,1.4684793E-12,0.118195735,10
3.8798443E-24,265,0.7524065,0.99409604,1.4676756E-12,0.11829378,10
3.9404407E-24,262,0.7523284,0.99410033,1.470246E-12,0.119063675,10
3.929281E-24,262,0.7522999,0.9940999,1.4683821E-12,0.118145406,10
3.955925E-24,267,0.75239116,0.99410033,1.4696195E-12,0.118161336,10
3.9036447E-24,264,0.7523918,0.9941001,1.4678139E-12,0.1186727,10
3.9103894E-24,264,0.7522921,0.99409795,1.4697229E-12,0.11846329,10
3.9390775E-24,262,0.75231653,0.99409914,1.4698596E-12,0.11817042,10
3.9247936E-24,266,0.75231606,0.99409986,1.4687783E-12,0.11906693,10
3.931829E-24,266,0.75241905,0.9940996,1.4698008E-12,0.118284404,10
3.9550567E-24,267,0.7523247,0.99409854,1.4694286E-12,0.11875677,10
3.9361315E-24,266,0.75242525,0.9940965,1.4711067E-12,0.118183345,10
3.9146895E-24,264,0.7523926,0.9940968,1.4705688E-12,0.11878123,10
3.906457E-24,264,0.75241333,0.9940996,1.4688263E-12,0.11903424,10
3.9084433E-24,264,0.7523766,0.99409837,1.469138E-12,0.11894619,10
3.935399E-24,262,0.75237936,0.9940958,1.469972E-12,0.11845838,10
3.9089505E-24,264,0.7524035,0.99409914,1.4690864E-12,0.11886884,10
3.897862E-24,265,0.75230175,0.9940981,1.4710686E-12,0.11886305,10
3.9391903E-24,262,0.75239396,0.99409956,1.4700736E-12,0.11835265,10
3.949289E-24,267,0.75234526,0.9940988,1.4679748E-12,0.118710615,10
3.942103E-24,262,0.7523825,0.9940954,1.4710096E-12,0.11824409,10
3.8848406E-24,265,0.75231355,0.99409914,1.4683094E-12,0.11826029,10
3.947887E-24,267,0.75242186,0.99409735,1.4678955E-12,0.11900056,10
3.878996E-24,265,0.7524023,0.99409556,1.4677318E-12,0.118335046,10
3.9187403E-24,264,0.75243753,0.9940975,1.4709435E-12,0.11853675,10
3.91831E-24,264,0.7523347,0.994099,1.4709892E-12,0.11837962,10
3.931275E-24,263,0.7523915,0.99409634,1.4706294E-12,0.119022444,10
3.95513E-24,267,0.75236386,0.994098,1.4693224E-12,0.11824893,10
3.9196708E-24,266,0.7523195,0.99409956,1.4676967E-12,0.11874538,10
3.8975625E-24,265,0.7523903,0.9940998,1.4705126E-12,0.11887396,10
3.9618287E-24,267,0.7523631,0.9940976,1.4704403E-12,0.118606366,10
3.9215475E-24,266,0.7523598,0.994097,1.4686544E-12,0.11889469,10
3.9569425E-24,267,0.75234705,0.99410003,1.4696652E-12,0.11839336,10
3.9328436E-24,262,0.7523953,0.99410003,1.4683426E-12,0.11837099,10
3.9388172E-24,266,0.7523004,0.9941004,1.4709378E-12,0.11835026,10
3.9322914E-24,262,0.75231034,0.9940977,1.4690125E-12,0.118915595,10
3.9526392E-24,267,0.75230885,0.9940977,1.4691541E-12,0.11814703,10
3.907854E-24,264,0.75240606,0.9940957,1.469646E-12,0.11869136,10
3.9265548E-24,263,0.75243187,0.9940966,1.46925E-12,0.11831891,10
3.9326945E-24,262,0.7524212,0.99409956,1.4684526E-12,0.11817574,10
3.9594408E-24,267,0.75228846,0.9940992,1.470335E-12,0.11889331,10
3.8831792E-24,265,0.7524078,0.99410015,1.4677251E-12,0.11901828,10
3.931424E-24,262,0.7523859,0.9941002,1.4684473E-12,0.11869647,10
3.909422E-24,264,0.7524133,0.99409634,1.469831E-12,0.118394144,10
3.9533772E-24,267,0.75241506,0.99409753,1.4689826E-12,0.11853965,10
3.9252397E-24,266,0.75240016,0.99409854,1.4689876E-12,0.11860277,10
3.9508607E-24,267,0.75230575,0.99409986,1.4685992E-12,0.11899344,10
3.924228E-24,266,0.7524285,0.9940948,1.4694611E-12,0.118266,10
3.929649E-24,262,0.7523864,0.9940983,1.4685739E-12,0.11901475,10
3.9345124E-24,262,0.75238,0.99409795,1.469093E-12,0.1181814,10
3.8827974E-24,265,0.75242054,0.9940965,1.4684223E-12,0.11894325,10
3.9345337E-24,266,0.7523886,0.99409914,1.4704663E-12,0.11836348,10
3.8932226E-24,265,0.7523369,0.9940993,1.4700795E-12,0.119043596,10
3.9000108E-24,264,0.752355,0.99409926,1.4676062E-12,0.11879059,10
3.92792E-24,262,0.75237215,0.9940976,1.468395E-12,0.11897829,10
3.91383E-24,264,0.75240266,0.9940966,1.4704982E-12,0.118714556,10
3.9179656E-24,266,0.7523807,0.9940979,1.4679084E-12,0.11901416,10
3.8908004E-24,265,0.7524306,0.99409777,1.4696198E-12,0.11903129,10
3.9318224E-24,266,0.7523883,0.99409753,1.4701373E-12,0.118352346,10
3.9609803E-24,267,0.75241643,0.9940956,1.4700066E-12,0.11906685,10
3.9338498E-24,262,0.7523421,0.9940992,1.4688437E-12,0.11816515,10
3.9110028E-24,264,0.75236094,0.99409705,1.4697627E-12,0.11819109,10
3.964636E-24,267,0.7523036,0.99409723,1.4708833E-12,0.11881506,10
3.909232E-24,264,0.7523772,0.9940999,1.4688329E-12,0.1184054,10
3.8828065E-24,265,0.75236404,0.99409926,1.4676844E-12,0.11896059,10
3.88071E-24,265,0.7523522,0.994096,1.4684066E-12,0.11892556,10
3.9377597E-24,266,0.75240684,0.99409974,1.4709475E-12,0.118860446,10
3.918528E-24,263,0.75238574,0.9940973,1.4677473E-12,0.118139945,10
3.9350263E-24,263,0.7524064,0.9940972,1.4707065E-12,0.118712075,10
3.9181076E-24,266,0.75238216,0.9940953,1.4683415E-12,0.11880523,10
3.9220874E-24,262,0.75238335,0.99409616,1.4674014E-12,0.11839732,10
3.8965903E-24,265,0.7524166,0.9941002,1.470099E-12,0.11879222,10
3.965491E-24,267,0.7523626,0.9940998,1.4711276E-12,0.11896418,10
3.9137097E-24,264,0.7524043,0.994097,1.4703038E-12,0.118200876,10
3.9341527E-24,263,0.7524238,0.9941005,1.4702422E-12,0.11872286,10
3.935331E-24,263,0.7523448,0.9941,1.4704539E-12,0.11836366,10
3.9252184E-24,266,0.75233537,0.99409914,1.4687611E-12,0.1189827,10
3.9206754E-24,266,0.7524306,0.99409735,1.4680978E-12,0.11869217,10
3.9275858E-24,266,0.7523044,0.9940988,1.4694849E-12,0.11858431,10
3.9547226E-24,267,0.75236344,0.9940995,1.4692538E-12,0.11902096,10
3.9478603E-24,267,0.75238395,0.9940959,1.4677991E-12,0.11870863,10
3.9347676E-24,262,0.7524018,0.99409604,1.4701747E-12,0.11907713,10
3.8867193E-24,265,0.75232387,0.99409705,1.4691555E-12,0.11869559,10
3.945025E-24,267,0.7523441,0.99409777,1.4673846E-12,0.118984,10
3.9298187E-24,262,0.75242406,0.99409825,1.4683623E-12,0.1182314,10
3.9146086E-24,264,0.7523162,0.99409664,1.4709899E-12,0.118963346,10
3.881449E-24,265,0.7523948,0.994095,1.468584E-12,0.11867971,10
3.9040004E-24,264,0.7523779,0.9940965,1.4686625E-12,0.11868553,10
3.955601E-24,267,0.75233006,0.9940985,1.4698431E-12,0.11842722,10
3.9544027E-24,267,0.7523717,0.9940956,1.4691194E-12,0.11842756,10
3.9038237E-24,264,0.75240517,0.9940993,1.4677745E-12,0.11821542,10
3.9178035E-24,263,0.7524148,0.99409616,1.4677069E-12,0.11837473,10
3.94457E-24,262,0.7524227,0.99409914,1.4709512E-12,0.118165866,10
3.9199658E-24,266,0.75230783,0.99409825,1.4681055E-12,0.11824536,10
3.9220125E-24,266,0.7523122,0.9940968,1.468487E-12,0.11825693,10
3.9165343E-24,264,0.7523282,0.9940978,1.4710762E-12,0.118900046,10
3.920722E-24,266,0.7524367,0.9940977,1.4681214E-12,0.1185423,10
3.8931386E-24,265,0.7524027,0.99409693,1.4703283E-12,0.118548244,10
3.9435192E-24,262,0.7523348,0.994099,1.4707946E-12,0.118211046,10
3.929316E-24,266,0.75237566,0.9940993,1.4692159E-12,0.1184158,10
3.9586058E-24,267,0.7523131,0.99409825,1.4700067E-12,0.11895735,10
3.908428E-24,264,0.75237125,0.99409676,1.4696906E-12,0.1190669,10
3.9376047E-24,266,0.75241363,0.9940991,1.4708705E-12,0.11905435,10
3.93441E-24,262,0.752396,0.99409616,1.4697053E-12,0.118520595,10
3.9483376E-24,267,0.7523872,0.9940954,1.4679212E-12,0.11899618,10
3.923133E-24,266,0.7523179,0.9940972,1.468995E-12,0.1182329,10
3.9178773E-24,264,0.75237465,0.99409795,1.4708607E-12,0.11852889,10
3.947837E-24,267,0.75236166,0.99410045,1.4678041E-12,0.11869432,10
3.9458266E-24,267,0.75231504,0.9940989,1.4675635E-12,0.11857746,10
3.882173E-24,265,0.75237656,0.9940996,1.4676443E-12,0.1190454,10
3.914887E-24,264,0.75234234,0.9940996,1.4702973E-12,0.11899652,10
3.91823E-24,266,0.7524154,0.99409574,1.4682949E-12,0.11884667,10
3.9344075E-24,266,0.7523932,0.99409956,1.4705135E-12,0.11870489,10
3.957103E-24,267,0.752408,0.994099,1.4695813E-12,0.118264474,10
3.9319928E-24,266,0.75237674,0.994097,1.4705102E-12,0.11890771,10
3.9145495E-24,266,0.75234324,0.99409616,1.4676459E-12,0.118566774,10
3.9504703E-24,267,0.7523059,0.9940971,1.4684726E-12,0.11858381,10
3.9297978E-24,266,0.7524176,0.99409586,1.4700833E-12,0.118486814,10
3.9330956E-24,262,0.75229275,0.9940997,1.4687417E-12,0.11814016,10
3.955182E-24,267,0.75239396,0.99409604,1.46969E-12,0.11878924,10
3.932555E-24,266,0.7524222,0.99410015,1.4698367E-12,0.11823414,10
3.9398053E-24,262,0.7523918,0.99409944,1.4696991E-12,0.11821304,10
3.897027E-24,265,0.75232995,0.9941003,1.4699772E-12,0.118426524,10
3.9299887E-24,266,0.7524311,0.99409705,1.4699629E-12,0.11876722,10
3.9036088E-24,264,0.75233036,0.9940986,1.4684807E-12,0.11885517,10
3.9182824E-24,266,0.75233907,0.99409896,1.4677091E-12,0.11835904,10
3.9303957E-24,266,0.752344,0.99409825,1.4697738E-12,0.11822002,10
