Concrete Compressive Strength,Cement,Blast Furnace Slag,Fly Ash,Water,Superplasticizer,Coarse Aggregate,Fine Aggregate,Age
25.021084,446,24,79,162,11.64,967,712,3
25.116625,359,19,141,154,10.91,942,801,3
25.510612,387,20,94,157,13.93,938,845,3
25.558876,153,145,113,178,8,1002,689,28
25.559565,153.1,145,113,178.5,8,1001.9,688.7,28
25.609108,491,26,123,210,3.93,882,699,3
26.14493,144,136,106,178,7,941,774,28
26.147688,143.8,136.3,106.2,178.1,7.5,941.5,774.3,28
26.227667,153,145,113,178,8,867,824,28
26.233183,153.1,145,113,178.5,8,867.2,824,28
26.965406,136,196,98,199,6,847,783,28
27.234303,164,163,128,197,8,961,641,28
27.42046,218.23,54.64,123.78,140.75,11.91,1075.7,792.67,3
27.675566,159,149,116,175,15,953,720,28
27.681082,158.6,148.9,116,175.1,15,953.3,719.7,28
28.627043,237,92,71,247,6,853,695,28
28.6298,236.9,91.7,71.5,246.9,6,852.9,695.4,28
28.98557,155,184,143,194,9,880,699,28
28.991087,155.2,183.9,143.2,193.8,9.2,879.6,698.5,28
29.068308,136,162,126,172,10,923,764,28
29.073135,136.4,161.6,125.8,171.6,10.4,922.6,764.4,28
29.15794,145,116,119,184,5.7,833,880,28
29.413046,156,178,187,221,7,854,614,28
29.548971,491,26,123,201,3.93,822,699,3
29.550941,173.81,93.37,159.9,172.34,9.73,1007.2,746.6,14
29.72331,143,169,143,191,8,967,643,28
29.726068,143,169.4,142.7,190.7,8.4,967.4,643.5,28
29.750889,172.38,13.61,172.37,156.76,4.14,1006.3,856.4,14
29.868101,144,170,133,192,8,814,805,28
29.87086,143.7,170.2,132.6,191.6,8.5,814.1,805.3,28
30.385208,213.72,98.05,24.51,181.71,6.86,1065.8,785.38,14
30.44726,277.19,97.82,24.46,160.7,11.19,1061.7,782.46,3
30.647207,162,214,164,202,10,820,680,28
30.88163,159,209,161,201,7,848,669,28
31.116053,168.88,42.22,124.25,158.33,10.83,1080.8,796.15,28
31.267736,182.04,45.21,121.97,170.21,8.19,1059.4,780.65,28
31.812422,167.35,129.9,128.62,175.46,7.79,1006.3,746.6,14
32.011387,424,22,132,178,8.48,882,750,3
32.109882,424,22,132,168,8.92,822,750,3
32.398476,261,100,78,201,9,864,761,28
32.401234,260.9,100.5,78.3,200.6,8.6,864.5,761.5,28
32.83974,160,188,146,203,11,829,710,28
32.85353,167.95,42.08,163.83,121.75,5.72,1058.7,780.11,56
32.901794,167,75.4,167,164.03,7.91,1007.3,770.1,14
33.005215,173.54,50.05,173.53,164.77,6.47,1006.2,793.5,14
33.05348,157,214,152,200,9,819,704,28
33.08795,165,128.5,132.1,175.06,8.08,1005.8,746.6,14
33.30169,132,207,161,179,5,867,736,28
33.30652,132,206.5,160.9,178.9,5.5,866.9,735.6,28
33.398216,252,97,76,194,8,835,821,28
33.399597,252.1,97.1,75.6,193.8,8.3,835.5,821.4,28
33.488834,491,26,123,210,3.93,882,699,7
33.687798,310,143,111,168,22,914,651,28
33.687798,172.38,13.61,172.37,156.76,4.14,1006.3,856.4,28
33.715378,262,111,86,195,5,895,733,28
33.718822,261.9,110.5,86.1,195.4,5,895.2,732.6,28
33.756744,162,190,148,179,19,838,741,28
33.76226,162,190.1,148.1,178.8,18.8,838.1,741.4,28
33.798115,255,99,77,189,6,919,749,28
33.7988,255.3,98.8,77,188.6,6.5,919,749.3,28
34.23938,178.03,129.8,118.6,179.94,3.57,1007.3,746.8,14
34.770275,387,20,94,157,11.61,938,845,3
35.22533,139.7,163.9,127.7,236.7,5.8,868.6,655.6,28
35.22533,140,164,128,237,6,869,656,28
35.31427,160.2,188,146.4,203.2,11.3,828.7,709.7,28
35.363224,446,24,79,162,11.61,967,712,3
35.754257,359,19,141,154,10.91,942,801,7
35.852753,172.38,13.61,172.37,156.76,4.14,1006.3,856.4,56
35.956173,218.23,54.64,123.78,140.75,11.91,1075.7,792.67,14
36.349174,152,178,139,168,18,944,695,28
36.349865,151.8,178.1,138.7,167.5,18.3,944,694.6,28
36.43881,140,133,103,200,7,916,753,28
36.443634,139.9,132.6,103.3,200.3,7.4,916,753.4,28
36.838703,387,20,94,157,14.32,938,845,7
37.16965,273,105,82,210,9,904,680,28
37.171032,272.8,105.1,81.8,209.7,9,904,679.7,28
37.679863,172.38,13.61,172.37,156.76,4.14,1006.3,856.4,100
37.810863,173.81,93.37,159.9,172.34,9.73,1007.2,746.6,28
37.92118,491,26,123,201,3.93,822,699,7
38.017708,446,24,79,162,11.64,967,712,7
38.203865,173.54,50.05,173.53,164.77,6.47,1006.2,793.5,28
38.215588,309.9,142.8,111.2,167.8,22.1,913.9,651.2,28
38.60376,214.9,53.8,121.89,155.63,9.61,1014.3,780.58,14
38.610657,359,19,141,154,10.91,942,801,7
39.004642,424,22,132,178,8.48,822,750,7
39.14845,168.88,42.22,124.25,158.33,10.83,1080.8,796.15,56
39.162235,178.03,129.8,118.6,179.94,3.57,1007.3,746.8,28
39.231186,167.95,42.08,163.83,121.75,5.72,1058.7,780.11,100
39.300133,446,24,79,162,11.64,967,712,7
39.39666,160,128,122,182,6.4,824,879,28
39.417343,266,112,87,178,10,910,745,28
39.42148,266.2,112.3,87.5,177.9,10.4,909.7,744.5,28
39.84482,162,207,172,216,10,822,638,28
40.230923,213.76,98.06,24.52,181.74,6.65,1066,785.52,28
40.2851,424,22,132,168,8.92,822,750,7
41.203087,167.35,129.9,128.62,175.46,7.79,1006.3,746.6,28
41.409927,167,75.4,167,164.03,7.91,1007.3,770.1,28
41.540928,265,111,86,195,6,833,790,28
41.54231,264.5,111,86.5,195.5,5.9,832.6,790.4,28
41.665035,387,20,94,157,11.61,938,845,7
41.940826,287,121,94,188,9,904,696,28
43.499043,182.04,45.21,121.97,170.21,8.19,1059.4,780.65,56
43.574883,277,117,91,191,7,946,666,28
43.57833,277,116.8,91,190.6,7,946.5,665.6,28
43.733463,284,15,141,179,5.46,842,801,28
43.798275,287.3,120.5,93.9,187.6,9.2,904.4,695.9,28
44.029938,355,19,97,145,13.13,967,871,28
44.27815,276,116,90,180,9,870,768,28
44.284355,276.4,116,90.3,179.6,8.9,870.1,768.3,28
44.326412,334,17.6,158,189,15.3,967,633,28
44.42294,446,24,79,162,11.64,967,712,28
44.52045,284,15,141,179,5.46,842,801,56
44.609097,142,167,130,174,11,883,785,28
44.611855,141.9,166.6,129.7,173.5,10.9,882.6,785.3,28
45.705364,213.72,98.05,24.51,181.71,6.86,1065.8,785.38,28
45.89842,387,20,94,157,13.93,938,845,7
46.229366,314,145,113,179,8,869,690,28
46.23419,314,145.3,113.2,178.9,8,869.1,690.2,28
46.387947,165,128.5,132.1,175.06,8.08,1005.8,746.6,28
46.68442,387,20,94,157,11.61,938,845,28
46.68442,387,20,94,157,13.93,938,845,28
47.13258,213.76,98.06,24.52,181.74,6.65,1066,785.52,56
47.27737,333,17.5,163,167,17.9,996,652,28
47.71174,277.19,97.82,24.46,160.7,11.19,1061.7,782.46,14
47.966846,387,20,94,157,13.93,938,845,56
48.153004,168.88,42.22,124.25,158.33,10.83,1080.8,796.15,100
48.58737,178.03,129.8,118.6,179.94,3.57,1007.3,746.8,56
48.670113,182.04,45.21,121.97,170.21,8.19,1059.4,780.65,100
48.98727,173.81,93.37,159.9,172.34,9.73,1007.2,746.6,56
49.773273,259.9,100.6,78.4,170.6,10.4,935.7,762.9,28
49.773273,260,101,78,171,10,936,763,28
49.97322,213.76,98.06,24.52,181.74,6.65,1066,785.52,100
49.993904,178.03,129.8,118.6,179.94,3.57,1007.3,746.8,100
50.23522,387,20,94,157,14.32,938,845,28
50.773014,213.72,98.05,24.51,181.71,6.86,1065.8,785.38,56
50.938488,173.81,93.37,159.9,172.34,9.73,1007.2,746.6,100
51.021225,446,24,79,162,11.64,967,712,28
51.72449,167.35,129.9,128.62,175.46,7.79,1006.3,746.6,56
52.007175,446,24,79,162,11.61,967,712,7
52.20023,214.9,53.8,121.89,155.63,9.61,1014.3,780.58,28
52.820755,280,129,100,172,9,825,805,28
52.82696,279.8,128.9,100.4,172.4,9.5,825.1,804.9,28
53.386127,446,24,79,162,10.3,967,712,28
53.461967,167,75.4,167,164.03,7.91,1007.3,770.1,56
53.52402,298,137,107,201,6,878,655,28
53.52471,297.8,137.2,106.9,201.3,6,878.4,655.3,28
53.65502,167.35,129.9,128.62,175.46,7.79,1006.3,746.6,100
53.72397,165,128.5,132.1,175.06,8.08,1005.8,746.6,56
53.772232,173.54,50.05,173.53,164.77,6.47,1006.2,793.5,56
53.903233,213.72,98.05,24.51,181.71,6.86,1065.8,785.38,100
53.958393,214.9,53.8,121.89,155.63,9.61,1014.3,780.58,56
54.76508,446,24,79,162,10.3,967,712,56
55.020184,165,128.5,132.1,175.06,8.08,1005.8,746.6,100
55.25461,446,24,79,162,11.64,967,712,56
55.454556,355,19,97,145,12.25,967,871,28
55.509712,218.23,54.64,123.78,140.75,11.91,1075.7,792.67,28
55.551083,491,26,123,210,3.93,882,699,28
55.64761,397,17.2,158,167,20.8,967,633,28
56.061295,173.54,50.05,173.53,164.77,6.47,1006.2,793.5,100
56.14403,446,24,79,162,11.64,967,712,56
56.337086,387,20,94,157,14.32,938,845,56
56.63356,214.9,53.8,121.89,155.63,9.61,1014.3,780.58,100
56.812824,167,75.4,167,164.03,7.91,1007.3,770.1,100
57.02656,446,24,79,162,11.61,967,712,28
57.915985,491,26,123,201,3.93,822,699,28
59.494884,359,19,141,154,10.91,942,801,28
59.590427,491,26,123,210,3.93,882,699,56
61.06689,446,24,79,162,11.61,967,712,56
61.459892,387,20,94,157,11.61,938,845,56
61.855846,491,26,123,201,3.93,822,699,56
61.990788,218.23,54.64,123.78,140.75,11.91,1075.7,792.67,56
62.05284,424,22,132,178,8.48,822,750,28
62.935368,359,19,141,154,10.91,942,801,28
63.142212,277.19,97.82,24.46,160.7,11.19,1061.7,782.46,28
63.52832,218.23,54.64,123.78,140.75,11.91,1075.7,792.67,100
65.69721,424,22,132,178,8.48,822,750,56
66.78068,359,19,141,154,10.91,942,801,56
66.82401,277.19,97.82,24.46,160.7,11.19,1061.7,782.46,56
66.94812,277.19,97.82,24.46,160.7,11.19,1061.7,782.46,100
67.86512,250,180,95,159,9.45,860,800,28
68.75061,359,19,141,154,10.91,942,801,56
72.0985,424,22,132,168,8.92,822,750,28
74.364914,424,22,132,168,8.92,822,750,56
76.23536,275,180,120,162,10.35,830,765,28
