Concrete Compressive Strength,Cement,Blast Furnace Slag,Fly Ash,Water,Superplasticizer,Coarse Aggregate,Fine Aggregate,Age
49.897377,337.9,189,0,174.9,9.5,944.7,755.8,28
49.80085,323.7,282.8,0,183.8,10.3,942.7,659.9,7
49.773273,260,101,78,171,10,936,763,28
49.773273,259.9,100.6,78.4,170.6,10.4,935.7,762.9,28
49.24927,200,200,0,190,0,1145,660,28
49.201008,425,106.3,0,153.5,16.5,852.1,887.1,7
49.18515,304,76,0,228,0,932,670,90
48.98727,173.81,93.37,159.9,172.34,9.73,1007.2,746.6,56
48.97348,290.35,0,96.18,168.08,9.41,961.18,865,100
48.846615,393,0,0,192,0,940.6,785.6,90
48.794216,393,0,0,192,0,940,758,90
48.718372,295.71,0,95.64,171.54,8.87,955.14,859.2,56
48.69562,266,114,0,228,0,932,670,180
48.670113,182.04,45.21,121.97,170.21,8.19,1059.4,780.65,100
48.58737,178.03,129.8,118.6,179.94,3.57,1007.3,746.8,56
48.401215,525,0,0,189,0,1125,613,14
48.284004,277.05,0,97.39,160.6,11.83,973.9,875.61,28
48.153004,168.88,42.22,124.25,158.33,10.83,1080.8,796.15,100
47.966846,387,20,94,157,13.93,938,845,56
47.81516,212,0,124.78,159,7.84,1085.4,799.54,100
47.81378,304,76,0,228,0,932,670,28
47.782066,236,157,0,192,0,972.6,749.1,90
47.73932,212.57,0,100.39,159.35,10.37,1003.8,903.79,100
47.714497,250.2,166.8,0,203.5,0,977.6,694.1,90
47.71174,277.19,97.82,24.46,160.7,11.19,1061.7,782.46,14
47.401474,297.16,0,117.54,174.8,9.52,1022.8,753.45,28
47.27737,333,17.5,163,167,17.9,996,652,28
47.22221,500,0,0,200,0,1125,613,90
47.13258,213.76,98.06,24.52,181.74,6.65,1066,785.52,56
47.098106,379.5,151.2,0,153.9,15.9,1134.3,605,7
47.029846,266,114,0,228,0,932,670,90
46.931942,190,190,0,228,0,932,670,180
46.89816,531.3,0,0,141.8,28.2,852.1,893.7,7
46.801632,425,106.3,0,151.4,18.6,936,803.7,7
46.68442,387,20,94,157,13.93,938,845,28
46.68442,387,20,94,157,11.61,938,845,28
46.64305,213.74,0,174.74,154.79,10.16,1053.5,776.35,56
46.387947,165,128.5,132.1,175.06,8.08,1005.8,746.6,28
46.24729,289,133.7,0,194.9,5.5,924.1,760.1,28
46.243156,289,134,0,195,6,924,760,28
46.23419,314,145.3,113.2,178.9,8,869.1,690.2,28
46.229366,218.85,0,124.13,158.49,11.33,1078.7,794.91,100
46.229366,314,145,113,179,8,869,690,28
46.201786,374,189.2,0,170.1,10.1,926.1,756.7,7
45.939785,213.5,0,174.24,154.61,11.66,1052.3,775.48,28
45.89842,387,20,94,157,13.93,938,845,7
45.85429,266,114,0,228,0,932,670,28
45.836365,231.75,0,121.62,173.96,6.72,1056.4,778.45,100
45.705364,213.72,98.05,24.51,181.71,6.86,1065.8,785.38,28
45.69847,375,93.8,0,126.6,23.4,852.1,992.6,7
45.36752,181.38,0,167.01,169.59,7.56,1055.6,777.8,100
45.36752,251.81,0,99.94,146.14,12.35,1006,899.76,100
45.30478,310,142.8,0,167.9,10,914.3,804,28
45.298573,310,143,0,168,10,914,804,28
45.084835,212,0,124.78,159,7.84,1085.4,799.54,56
45.084835,290.35,0,96.18,168.08,9.41,961.18,865,56
44.86834,336.5,0,0,181.9,3.4,985.8,816.8,28
44.864204,336,0,0,182,3,986,817,28
44.69804,139.6,209.4,0,192,0,1047,806.9,360
44.636677,213.5,0,174.24,159.21,11.66,1043.6,771.9,28
44.611855,141.9,166.6,129.7,173.5,10.9,882.6,785.3,28
44.609097,142,167,130,174,11,883,785,28
44.5236,312.7,144.7,0,127.3,8,999.7,822.2,28
44.52045,284,15,141,179,5.46,842,801,56
44.519466,313,145,0,127,8,1000,822,28
44.42294,446,24,79,162,11.64,967,712,28
44.39536,212.57,0,100.39,159.35,10.37,1003.8,903.79,56
44.388466,313,145,0,178,8,867,824,28
44.326412,334,17.6,158,189,15.3,967,633,28
44.298832,238.05,0,94.11,186.66,7,949.91,847.01,100
44.296074,198.6,132.4,0,192,0,978.4,825.5,360
44.284355,276.4,116,90.3,179.6,8.9,870.1,768.3,28
44.27815,194.68,0,100.52,170.17,7.48,998,901.8,100
44.27815,276,116,90,180,9,870,768,28
44.2092,251.37,0,118.27,188.45,6.35,1028.4,757.73,100
44.20782,139.6,209.4,0,192,0,1047,806.9,180
44.140255,251.81,0,99.94,146.14,12.35,1006,899.76,56
44.133358,500.1,0,0,200,3,1124.4,613.2,28
44.09199,500,0,0,200,0,1125,613,28
44.029938,355,19,97,145,13.13,967,871,28
43.942375,480,0,0,192,0,936.2,712.2,28
43.89204,480,0,0,192,0,936,721,28
43.798275,287.3,120.5,93.9,187.6,9.2,904.4,695.9,28
43.733463,284,15,141,179,5.46,842,801,28
43.69899,400,0,0,187,0,1025,745,28
43.6983,380,95,0,228,0,932,594,365
43.6983,427.5,47.5,0,228,0,932,594,365
43.58178,251.37,0,118.27,188.45,5.75,1028.4,757.73,100
43.57833,277,116.8,91,190.6,7,946.5,665.6,28
43.574883,277,117,91,191,7,946,666,28
43.56523,166.8,250.2,0,203.5,0,975.6,692.6,90
43.499043,182.04,45.21,121.97,170.21,8.19,1059.4,780.65,56
43.388725,194.68,0,100.52,170.17,7.48,998,901.8,56
43.377003,157,236,0,192,0,935.4,781.2,90
43.377003,305.3,203.5,0,203.5,0,965.4,631,28
43.250828,200,133,0,192,0,965.4,806.2,90
43.057777,376,0,0,214.6,0,1003.5,762.36,100
43.01296,427.5,47.5,0,228,0,932,594,270
42.91988,212.52,0,100.37,159.32,8.71,1007.8,903.59,100
42.795776,313.3,262.2,0,175.5,8.6,1046.9,611.8,7
42.69925,231.75,0,121.62,173.96,6.72,1056.4,778.45,56
42.64409,298.1,0,107,186.4,6.1,879,815.2,28
42.637196,298,0,107,186,6,879,815,28
42.620647,475,0,0,228,0,932,594,180
42.547565,212.52,0,100.37,159.32,8.71,1007.8,903.59,56
42.42346,525,0,0,189,0,1125,613,7
42.347614,250,0,95.69,187.42,5.53,956.86,861.17,100
42.32693,190,190,0,228,0,932,670,90
42.292458,252.31,0,98.75,146.25,14.17,987.76,889.01,14
42.229027,475,0,0,228,0,932,594,90
42.216614,246.83,0,125.08,143.3,11.99,1086.8,800.89,14
42.140083,288.4,121,0,177.4,7,907.9,829.5,28
42.133877,288,121,0,177,7,908,829,28
42.13112,475,0,0,228,0,932,594,270
42.126984,349,0,0,192,0,1047,806,360
42.030457,249.1,0,98.75,158.11,12.8,987.76,889.01,56
41.940826,287,121,94,188,9,904,696,28
41.93462,475,0,0,228,0,932,594,365
41.885666,277.05,0,97.39,160.6,11.83,973.9,875.61,14
41.836716,427.5,47.5,0,228,0,932,594,180
41.7195,198.6,132.4,0,192,0,978.4,825.5,180
41.68434,203.5,305.3,0,203.5,0,963.4,630,28
41.680202,333,0,0,192,0,931.2,842.6,90
41.665035,387,20,94,157,11.61,938,845,7
41.637455,540,0,0,173,0,1125,613,3
41.543,427.5,47.5,0,228,0,932,594,90
41.54231,264.5,111,86.5,195.5,5.9,832.6,790.4,28
41.540928,265,111,86,195,6,833,790,28
41.409927,167,75.4,167,164.03,7.91,1007.3,770.1,28
41.36856,516,0,0,162,8.2,801,802,28
41.36856,516,0,0,162,8.26,801,802,28
41.299614,531.3,0,0,141.8,28.2,852.1,893.7,3
41.244453,331,0,0,192,0,978,825,360
41.203087,167.35,129.9,128.62,175.46,7.79,1006.3,746.6,28
41.161716,250,0,95.69,191.84,5.33,948.9,857.2,100
41.151375,380,95,0,228,0,932,594,270
41.099663,401.8,94.7,0,147.4,11.4,946.8,852.1,3
41.05347,313.3,145,0,178.5,8,1001.9,688.7,28
41.05278,332.5,142.5,0,228,0,932,594,365
41.0514,349,0,0,192,0,1047,806,180
41.0514,313,145,0,178,8,1002,689,28
40.93488,284,119.7,0,168.3,7.2,970.4,794.2,28
40.93419,284,120,0,168,7,970,794,28
40.92523,313.3,145,0,178.5,8,867.2,824,28
40.86869,355.9,0,141.6,193.3,11,801.4,778.4,28
40.865242,356,0,142,193,11,801,778,28
40.85835,229.68,0,118.16,195.23,6.13,1028.1,757.63,100
40.85835,349,0,0,192,0,1056,809,120
40.856968,190,190,0,228,0,932,670,28
40.759064,380,95,0,228,0,932,594,180
40.71356,222.36,0,96.67,189.29,4.46,967.08,870.32,100
40.679085,326,0,138,199,11,801,792,28
40.6584,349,0,0,192,0,1056,809,90
40.596348,389.9,189,0,145.9,22,944.7,755.8,3
40.568768,190.68,0,125.4,162.14,7.77,1090,804.01,100
40.56325,380,95,0,228,0,932,594,90
40.389503,190.34,0,125.18,161.85,9.88,1088.1,802.59,100
40.2851,424,22,132,168,8.92,822,750,7
40.269535,332.5,142.5,0,228,0,932,594,270
40.230923,213.76,98.06,24.52,181.74,6.65,1066,785.52,28
40.19645,469,117.2,0,137.8,32.2,852.1,840.5,3
40.148186,213.74,0,174.74,154.79,10.16,1053.5,776.35,28
40.148186,251.37,0,118.27,192.94,5.75,1043.6,754.3,100
40.062004,317.9,0,126.5,209.7,5.7,860.5,736.6,28
40.058556,318,0,126,210,6,861,737,28
39.941345,295.71,0,95.64,171.54,8.87,955.14,859.2,28
39.84482,162,207,172,216,10,822,638,28
39.779316,332.5,142.5,0,228,0,932,594,180
39.700027,212,141.3,0,203.5,0,973.4,750,90
39.699337,228,342.1,0,185.7,0,955.8,674.3,28
39.662106,141.3,212,0,203.5,0,971.8,748.5,90
39.64487,250,0,95.69,191.84,5.33,948.9,857.2,56
39.610397,212.07,0,121.62,180.31,5.69,1057.6,779.32,100
39.60488,393,0,0,192,0,940.6,785.6,28
39.58971,238.05,0,94.11,186.66,7,949.91,847.01,56
39.582817,393,0,0,192,0,940,758,28
39.48629,349,0,0,192,0,1047,806,90
39.45595,159.8,250,0,168.4,12.2,1049.3,688.2,28
39.451817,160,250,0,168,12,1049,688,28
39.43527,239.6,359.4,0,185.7,0,941.6,664.3,28
39.42148,266.2,112.3,87.5,177.9,10.4,909.7,744.5,28
39.417343,266,112,87,178,10,910,745,28
39.39666,160,128,122,182,6.4,824,879,28
39.38287,331,0,0,192,0,1025,821,120
39.375973,450.1,50,0,200,3,1124.4,613.2,28
39.358047,139.6,209.4,0,192,0,1047,806.9,90
39.321507,192,288,0,192,0,929.8,716.1,28
39.300133,439,177,0,186,11.1,884.9,707.9,3
39.300133,234,156,0,189,5.85,981,760,28
39.300133,446,24,79,162,11.64,967,712,7
39.28979,475,0,0,228,0,932,594,28
39.26566,251.37,0,118.27,192.94,5.75,1043.6,754.3,56
39.231186,167.95,42.08,163.83,121.75,5.72,1058.7,780.11,100
39.162235,178.03,129.8,118.6,179.94,3.57,1007.3,746.8,28
39.14845,168.88,42.22,124.25,158.33,10.83,1080.8,796.15,56
39.09329,397,0,0,185,0,1040,734,28
39.056057,374.3,0,0,190.2,6.7,1013.2,730.4,28
39.05192,374,0,0,190,7,1013,730,28
39.004642,424,22,132,178,8.48,822,750,7
38.99676,331,0,0,192,0,978,825,180
38.995384,237.5,237.5,0,228,0,932,594,365
38.89334,339,0,0,197,0,968,781,365
38.804398,288,192,0,192,0,932,717.8,28
38.769234,275.07,0,121.35,159.48,9.9,1053.6,777.5,14
38.700287,316.1,210.7,0,185.7,0,977,689.3,28
38.700287,310,0,0,192,0,1012,830,120
38.63065,326.5,0,137.9,199,10.8,801.1,792.5,28
38.610657,359,19,141,154,10.91,942,801,7
38.60376,475,0,0,228,0,932,594,7
38.60376,214.9,53.8,121.89,155.63,9.61,1014.3,780.58,14
38.562393,190.34,0,125.18,161.85,9.88,1088.1,802.59,56
38.50034,212,0,124.78,159,7.84,1085.4,799.54,28
38.46104,313.8,0,112.6,169.9,10.1,925.3,782.9,28
38.458973,314,0,113,170,10,925,783,28
38.40795,237.5,237.5,0,228,0,932,594,270
38.327972,250,0,95.69,187.42,5.53,956.86,861.17,56
38.215588,309.9,142.8,111.2,167.8,22.1,913.9,651.2,28
38.21076,375,0,0,186,0,1038,758,28
38.203865,173.54,50.05,173.53,164.77,6.47,1006.2,793.5,28
38.114235,310,0,0,192,0,970,850,360
38.074245,198.6,132.4,0,192,0,978.4,825.5,90
38.017708,446,24,79,162,11.64,967,712,7
37.99702,286.3,200.9,0,144.7,11.2,1004.6,803.7,7
37.955654,165,0.02,143.57,163.81,0,1005.6,900.9,100
37.92118,491,26,123,201,3.93,822,699,7
37.91704,166,259.7,0,183.2,12.7,858.8,826.8,28
37.914284,331,0,0,192,0,1025,821,90
37.914284,166,260,0,183,13,859,827,28
37.81362,210.7,316.1,0,185.7,0,977,689.3,28
37.810863,173.81,93.37,159.9,172.34,9.73,1007.2,746.6,28
37.797073,475,118.8,0,181.1,8.9,852.1,781.5,3
37.72192,332.5,142.5,0,228,0,932,594,90
37.679863,172.38,13.61,172.37,156.76,4.14,1006.3,856.4,100
37.43786,382.5,0,0,185.7,0,1047.8,739.3,28
37.431652,150,237,0,174,12,1069,675,28
37.431652,150,236.8,0,173.8,11.9,1069.3,674.8,28
37.427517,427.5,47.5,0,228,0,932,594,28
37.42476,382,0,0,186,0,1047,739,28
37.42476,382,0,0,185,0,1047,739,28
37.40407,212.57,0,100.39,159.35,10.37,1003.8,903.79,28
37.363396,155.6,243.5,0,180.3,10.7,1022,697.7,28
37.362705,156,243,0,180,11,1022,698,28
37.342022,194.68,0,100.52,165.62,7.48,1006.4,905.9,100
37.32823,310,0,0,192,0,970,850,180
37.26618,218.85,0,124.13,158.49,11.33,1078.7,794.91,56
37.26618,194.68,0,100.52,170.17,7.48,998,901.8,28
37.265488,321.4,0,127.9,182.5,11.5,870.1,779.7,28
37.25928,321,0,128,182,11,870,780,28
37.231705,331,0,0,192,0,978,825,90
37.171032,272.8,105.1,81.8,209.7,9,904,679.7,28
37.16965,273,105,82,210,9,904,680,28
36.990387,297.16,0,117.54,174.8,9.52,1022.8,753.45,14
36.969704,251.37,0,118.27,188.45,5.75,1028.4,757.73,56
36.964188,250.2,166.8,0,203.5,0,977.6,694.1,28
36.93523,397,0,0,186,0,1040,734,28
36.93523,500,0,0,200,0,1125,613,14
36.838703,387,20,94,157,14.32,938,845,7
36.80492,313.3,0,113,178.5,8,1001.9,688.7,28
36.80423,313,0,113,178,8,1002,689,28
36.638756,251.37,0,118.27,188.45,6.35,1028.4,757.73,56
36.588425,133,200,0,192,0,927.4,839.2,90
36.562912,165,0.02,143.57,163.81,0,1005.6,900.9,56
36.44777,380,95,0,228,0,932,594,28
36.4457,339,0,0,197,0,968,781,180
36.443634,139.9,132.6,103.3,200.3,7.4,916,753.4,28
36.43881,140,133,103,200,7,916,753,28
36.349865,151.8,178.1,138.7,167.5,18.3,944,694.6,28
36.349174,152,178,139,168,18,944,695,28
36.30091,425,106.3,0,151.4,18.6,936,803.7,3
36.30091,376,0,0,214.6,0,1003.5,762.36,56
36.251957,237.5,237.5,0,228,0,932,594,180
36.149227,307,0,0,193,0,968,812,365
35.956173,218.23,54.64,123.78,140.75,11.91,1075.7,792.67,14
35.865852,298.1,0,107.5,163.6,12.8,953.2,784,28
35.859646,298,0,107,164,13,953,784,28
35.852753,172.38,13.61,172.37,156.76,4.14,1006.3,856.4,56
35.76312,310,0,0,192,0,1012,830,90
35.754257,359,19,141,154,10.91,942,801,7
35.57007,181.38,0,167.01,169.59,7.56,1055.6,777.8,56
35.363224,446,24,79,162,11.61,967,712,3
35.34254,190.68,0,125.4,162.14,7.77,1090,804.01,56
35.34254,229.97,0,118.31,195.47,4.63,1029.4,758.59,100
35.31427,160.2,188,146.4,203.2,11.3,828.7,709.7,28
35.30117,362.6,189,0,164.9,11.6,944.7,755.8,3
35.232224,295.71,0,95.64,171.54,8.87,955.14,859.2,14
35.22533,140,164,128,237,6,869,656,28
35.22533,139.7,163.9,127.7,236.7,5.8,868.6,655.6,28
35.17017,339,0,0,197,0,968,781,90
35.101223,337.9,189,0,174.9,9.5,944.7,755.8,7
35.0764,427.5,47.5,0,228,0,932,594,7
34.901276,388.6,97.1,0,157.9,12.1,852.1,925.7,7
34.770275,387,20,94,157,11.61,938,845,3
34.7358,290.35,0,96.18,168.08,9.41,961.18,865,28
34.68064,310,0,0,192,0,970,850,90
34.673748,290.35,0,96.18,168.08,9.41,961.18,865,14
34.569637,480,0,0,192,0,936.2,712.2,7
34.556538,233.81,0,94.58,197.89,4.567,947.04,852.16,100
34.48759,307,0,0,193,0,968,812,180
34.397957,374,189.2,0,170.1,10.1,926.1,756.7,3
34.294537,350,0,0,186,0,1050,770,28
34.23938,178.03,129.8,118.6,179.94,3.57,1007.3,746.8,14
34.204903,212.07,0,121.62,180.31,5.69,1057.6,779.32,56
33.96359,194.68,0,100.52,165.62,7.48,1006.4,905.9,56
