label, variance, skewness, kurtosis, entropy,F1+F2+F3,F1*F2*F3,F5+F5+F5+F6
1,-0.1117,-0.35157,0.37468,0.030667,1.1495258,0.048153825,0.73036754
1,-0.09391,-0.329325,0.24243,-0.001078,1.0778891,0.04371991,0.45853797
1,-0.14573,0.202685,-0.02285,-0.201635,1.1727344,0.04130416,0.76732296
1,-0.321235,0.476555,0.001142,-0.342585,1.1452336,0.008879237,0.4734642
1,-0.24277,-0.295185,0.54909,-0.0411,1.1529486,0.032540895,0.6457446
1,-0.133425,-0.522595,0.455695,-0.086615,1.0600019,0.024314413,0.277795
1,-0.11571,-0.034247,0.099165,-0.022415,1.1438428,0.05228927,0.7364813
1,-0.034873,-0.08836,-0.017237,-0.006186,1.1196477,0.043753754,0.6012597
1,-0.08257,-0.424925,0.45561,0.061895,1.2063694,0.04758972,0.9208827
1,-6.4E-05,0.006932,-0.009826,0.000409,1.2475511,0.057950046,1.1253316
1,-0.044785,0.150125,-0.180335,-0.172285,1.1433073,0.020128906,0.5362808
1,-0.118145,-0.005277,0.09668,0.05679,1.1598701,0.05367214,0.7997089
1,-0.043917,0.16285,-0.18389,-0.16472,1.1510195,0.019624433,0.5594889
1,0.000483,0.17806,-0.22035,-0.220515,1.1950266,0.012491347,0.665677
1,0.029912,0.17506,-0.198975,-0.089205,1.2536427,0.02004578,0.9123181
1,-0.09023,-0.340705,0.335095,0.058405,1.1545174,0.05079076,0.7636682
1,-0.094845,-0.339465,0.263805,-0.016272,1.0873682,0.044117983,0.49334365
1,-0.0893,-0.405785,0.35429,-0.06056,1.1236925,0.042764563,0.60896206
1,0.089375,0.239,-0.25681,-0.16181,1.3374271,0.0028544697,1.0922157
1,-0.110415,-0.455345,0.449955,-0.014203,1.1385713,0.037454627,0.626987
1,-0.092415,0.015519,0.038672,0.070945,1.1625655,0.0515231,0.7956517
1,-0.141955,-0.3315,0.524245,-0.021057,1.2497696,0.05503925,1.1149484
1,0.010108,0.09591,-0.16414,-0.030884,1.1958587,0.026470741,0.754745
1,-0.05372,-0.315565,0.26775,0.040236,1.167967,0.055081315,0.8360337
1,-0.160255,-0.00714,0.048783,0.002284,1.0564749,0.038068067,0.35059428
1,-0.1205,0.187165,-0.020108,-0.064765,1.199871,0.046063855,0.88929296
1,-0.08745,-0.3166,0.304935,0.007133,1.1505816,0.052124247,0.75846136
1,-0.19413,0.2449,-0.046156,-0.254005,1.1144407,0.02991842,0.49814948
1,0.001251,0.16999,-0.221635,-0.213275,1.188988,0.0120394295,0.6422809
1,-0.008648,-0.05908,0.06909,0.03668,1.2537606,0.06704031,1.2025943
1,-0.178565,-0.62461,0.744405,-0.023514,1.1672951,0.010425774,0.5582945
1,-0.107025,-0.008381,0.06605,-0.010453,1.1471956,0.051218837,0.74132085
1,-0.138615,0.163885,-0.046755,-0.157285,1.1333637,0.036822096,0.6053132
1,-0.097115,0.01883,-0.06449,-0.041229,1.0693834,0.033521663,0.36660463
1,-0.045392,-0.39513,0.339035,0.01709,1.1818509,0.05051223,0.85523325
1,-0.07626,-0.31267,0.26762,0.029956,1.1375124,0.05130305,0.70879394
1,-0.026536,-0.004863,-0.010897,0.05213,1.1996212,0.052461956,0.9279057
1,0.01476,0.24428,-0.25745,-0.311615,1.2332112,0.0021818306,0.7324007
1,0.067015,0.206615,-0.23509,-0.129935,1.299655,0.010194251,1.0085812
1,-0.071165,-0.049456,0.11793,0.019741,1.2128747,0.06383181,1.0432689
1,-0.180425,0.166265,-0.025977,-0.178685,1.0927446,0.032529496,0.4402113
1,-0.110865,0.073355,-0.036345,-0.05862,1.1146059,0.038969588,0.55454314
1,-0.00461,0.019658,-0.016423,-0.006897,1.2448345,0.056738243,1.1085861
1,0.037034,0.086495,-0.159815,-0.007285,1.231374,0.029310443,0.89346683
1,0.013439,0.24935,-0.25754,-0.319565,1.2350227,0.0021571,0.73843044
1,-0.123105,0.138225,-0.031289,-0.142865,1.1498553,0.04103183,0.68756175
1,-0.047128,0.001965,-0.012096,0.015797,1.1739986,0.049399663,0.8215725
1,-0.04927,-0.33305,0.291225,0.027305,1.1815251,0.055633783,0.8857124
1,-0.153655,-0.026591,0.119385,0.038814,1.1122658,0.04688012,0.5953511
1,0.021415,-0.047491,-0.053655,0.016055,1.2000397,0.046913903,0.8951124
1,-0.129595,-0.052765,0.194745,0.038879,1.1923069,0.060401622,0.9519174
1,-0.05653,0.09229,-0.067875,-0.06903,1.1799775,0.042165093,0.7973527
1,-0.05401,0.10998,-0.12931,-0.063795,1.1439204,0.029886693,0.5985616
1,0.08204,0.212515,-0.245115,-0.133105,1.3171035,0.0069818995,1.0483146
1,-0.024541,0.14226,-0.18218,-0.15502,1.1650293,0.020786686,0.6144704
1,-0.25338,-0.259385,0.52133,-0.043363,1.1405205,0.030962473,0.59359396
1,-0.04074,-0.286905,0.219595,0.016055,1.1666474,0.05629094,0.8389917
1,-0.13995,0.098395,-0.021179,-0.105625,1.1044627,0.037752356,0.5124187
1,-0.10617,0.059075,-0.027776,-0.040583,1.1180735,0.040448897,0.5755019
1,-0.04367,-0.001656,-0.010083,0.027887,1.1780105,0.050094496,0.83955
1,0.024399,0.17837,-0.21941,-0.19058,1.2305622,0.013628757,0.79396784
1,-0.08353,-0.1045,0.0792,0.035581,1.120479,0.050116863,0.64334583
1,-0.11459,-0.36285,0.397985,0.046055,1.1569947,0.047660016,0.75281143
1,-0.020476,-0.007761,0.003027,-0.00444,1.2181891,0.05613582,1.0139352
1,-0.17958,-0.311425,0.511945,-0.057715,1.19993,0.046980433,0.89514804
1,-0.149105,0.20993,-0.02949,-0.19821,1.1675678,0.03983256,0.7406136
1,-0.07786,-0.49404,0.40544,-0.05403,1.1182139,0.033241577,0.53152466
1,-0.025408,0.1434,-0.09054,-0.11306,1.2435862,0.043925494,1.0252935
1,-0.102645,0.191925,-0.039772,-0.06069,1.2122432,0.045867704,0.9303068
1,-0.08494,-0.355815,0.28951,0.008362,1.1115646,0.045796998,0.5862771
1,-0.247235,0.165025,0.05315,-0.0722,1.0636308,0.0264293,0.30322498
1,-0.059295,-0.062595,0.113175,0.03862,1.2160649,0.06435064,1.0573568
1,0.023684,0.168025,-0.22532,-0.202155,1.2166972,0.01167125,0.73457533
1,0.011937,0.104395,-0.16761,-0.033277,1.201857,0.025960507,0.7720685
1,0.009434,0.035074,-0.025591,0.000279,1.268728,0.058085293,1.198438
1,-0.19447,-0.39161,0.49104,0.023749,1.100435,0.032891024,0.46868703
1,-0.176795,0.015209,0.032845,-0.014785,1.0356132,0.03409795,0.25490913
1,-0.100745,0.18437,-0.096925,-0.19459,1.1600884,0.034157302,0.68008155
1,-0.23731,0.156025,0.05375,-0.06483,1.0717272,0.028679695,0.344737
1,-0.27404,0.409095,0.013909,-0.251615,1.1738166,0.022171535,0.65300155
1,-0.091715,-0.329535,0.282145,0.027499,1.1151149,0.047519453,0.60901797
1,-0.05025,0.004242,-0.01231,0.022844,1.1710155,0.049013544,0.80901015
1,0.005843,0.18675,-0.221895,-0.218705,1.2079296,0.0123581765,0.7088906
1,-0.18006,-0.326945,0.52617,-0.024484,1.1998787,0.045745436,0.8873553
1,0.048354,0.19213,-0.24657,-0.206615,1.2520095,0.005817227,0.81897926
1,0.061395,0.201545,-0.232175,-0.195625,1.2902666,0.010998437,0.98150134
1,0.042273,0.17413,-0.181535,-0.069805,1.2858005,0.026190592,1.0599682
1,0.013259,0.12033,-0.14208,-0.029979,1.2376847,0.033595674,0.94143623
1,-0.118985,-0.07201,0.056365,0.008038,1.0739834,0.042867705,0.43995225
1,0.030025,0.096635,-0.16444,-0.016208,1.2248688,0.027868368,0.86237085
1,-0.13432,-0.004863,0.030832,0.00306,1.0801184,0.040872637,0.44858354
1,-0.063335,0.140915,-0.1213,-0.09431,1.1605232,0.031857632,0.6673804
1,-0.131,-0.342775,0.310845,-0.031143,1.0732734,0.040903673,0.4254145
1,-0.15564,-0.34205,0.53701,-0.05086,1.2331345,0.0507435,1.0316794
1,-0.16119,0.139675,0.016137,-0.043039,1.1368717,0.041242372,0.64455044
1,-0.031342,-0.31505,0.239215,0.0553,1.176043,0.05611395,0.8699651
1,-0.14893,0.117225,0.026334,-0.020087,1.1465385,0.04425391,0.69611704
1,-0.020983,0.14547,-0.089295,-0.110345,1.2525901,0.044950984,1.0623472
1,-0.018253,0.14464,-0.182305,-0.153015,1.1757718,0.021214059,0.65376854
1,0.05822,0.190475,-0.24704,-0.204545,1.2645956,0.005791681,0.86177534
1,-0.078405,-0.36223,0.327685,-0.00638,1.1490796,0.049184665,0.7352032
1,-0.0841,-0.340605,0.35699,0.066615,1.1822975,0.053893887,0.8776162
1,-0.071875,-0.09312,0.2013,0.027564,1.2510026,0.07225979,1.2253767
1,0.031828,0.26011,-0.260795,-0.306055,1.2667929,0.0011889898,0.8408836
1,-0.10826,0.151055,-0.12066,-0.121205,1.1038684,0.027352106,0.44623888
1,-0.150305,-0.611885,0.59776,-0.108015,1.0912325,0.012419665,0.31100866
1,-0.264715,-0.257315,0.51666,-0.055905,1.1216978,0.027376011,0.50723416
1,-0.15,-0.45783,0.47883,-0.036509,1.1044965,0.032239236,0.47852752
1,-0.35182,0.464655,0.008297,-0.22698,1.0983802,8.332523E-05,0.25930852
1,-0.179925,-0.682965,0.88026,-0.124635,1.2387108,0.0010427866,0.7441437
1,-0.168965,-0.688655,0.89637,-0.101615,1.2641398,0,0.82449514
1,-0.179475,-0.3286,0.526255,-0.008191,1.1995571,0.04569589,0.8859521
1,-0.16942,-0.41075,0.516575,0.049094,1.1442406,0.036867242,0.6427121
1,-0.10021,-0.46838,0.466665,-0.005152,1.1579316,0.037717372,0.6946801
1,-0.14569,-0.473555,0.48834,-0.030108,1.1071382,0.03107628,0.48036957
1,0.07952,0.110605,-0.155915,-0.005863,1.3140543,0.034772906,1.20933
1,-0.13954,-0.285665,0.29765,0.022973,1.0923274,0.044765633,0.5142629
1,-0.097775,0.010346,0.062365,-0.018535,1.1713765,0.054005962,0.8410365
1,-0.030721,-0.004553,-0.015909,0.025107,1.1894991,0.050786324,0.8830257
1,-0.071885,-0.0716,0.10572,0.021034,1.1847445,0.059499204,0.92054224
1,-0.07452,-0.110915,0.08027,0.044697,1.129595,0.0513889,0.68230313
1,0.100885,0.08991,-0.147905,0.010495,1.3362823,0.03817628,1.306182
1,-0.190365,-0.404855,0.50886,0.032542,1.1117966,0.033003435,0.508155
1,-0.044705,0.159955,-0.091095,-0.14726,1.2276655,0.042018656,0.959198
1,-0.13632,0.196065,-0.024606,-0.181855,1.1798391,0.042554986,0.7992853
1,-0.12877,-0.28287,0.30515,0.032607,1.1164142,0.047992054,0.6163672
1,-0.178705,0.1972,-0.003956,-0.106015,1.1373487,0.03718988,0.6211814
1,-0.10331,0.008484,-0.05027,-0.041488,1.0649574,0.03452256,0.35767347
1,-0.106205,-0.344845,0.27996,-0.023578,1.0808761,0.042790227,0.46299753
1,-0.054705,0.11536,-0.126185,-0.072265,1.1496366,0.03071276,0.62316513
1,-0.10481,-0.355295,0.33094,-0.016854,1.1189904,0.045633283,0.6106099
1,-0.09224,0.0627,0.013609,-0.05364,1.1765332,0.05046154,0.83677256
1,-0.07866,0.05318,-0.035616,-0.04194,1.1465843,0.043139957,0.6894021
1,-0.038644,-0.372365,0.3246,0.01806,1.1961834,0.05429644,0.927489
1,-0.1451,-0.382815,0.59159,-0.042134,1.2648532,0.050390977,1.137754
1,-0.19429,-0.642305,0.639785,-0.156765,1.0412357,0.006149883,0.10170697
1,-0.085315,0.13978,-0.1189,-0.117455,1.13004,0.029885767,0.55118525
1,-0.104455,-0.024211,0.0852,0.087175,1.1555545,0.053481955,0.78380764
1,0.030025,0.049973,-0.11063,0.00487,1.2363092,0.040336408,0.9783203
1,-0.114055,-0.042835,0.135925,0.002219,1.171474,0.057219815,0.8611932
1,0.005516,0.098705,-0.16834,-0.03263,1.187709,0.02512849,0.7186525
1,-0.14749,-0.41365,0.51323,0.058145,1.1708177,0.040686954,0.7569748
1,-0.061845,-0.08453,0.1259,0.025818,1.206935,0.0636303,1.0217553
1,-0.347995,0.449655,0.01091,-0.2286,1.0949225,0.0011973727,0.25438
1,-0.07087,-0.112675,0.0759,0.030991,1.1297772,0.05124773,0.68205404
1,-0.32542,0.43848,0.011596,-0.19685,1.1197102,0.0077170893,0.37919
1,-0.10023,-0.024729,0.06665,0.082715,1.1452785,0.051467232,0.73631036
1,0.010716,-0.034765,0.043856,0.014827,1.2781448,0.06798795,1.2916576
1,0.019506,-0.00714,-0.0016,0.017542,1.2723329,0.06187134,1.234094
1,-0.110915,-0.0627,0.14993,0.018189,1.1732025,0.058157578,0.87287664
1,-0.06707,-0.09581,-0.007769,-0.005992,1.0757926,0.04031297,0.43036813
1,-0.16962,0.16782,-0.036002,-0.176165,1.1008549,0.033182614,0.47191852
1,-0.088565,-0.538325,0.51092,-0.050215,1.1605108,0.028561242,0.6470051
1,0.037214,-0.188615,0.080655,0.07877,1.2329304,0.06245055,1.1031948
1,-0.18622,0.095185,-0.001771,-0.125475,1.0520474,0.031745136,0.29648262
1,-0.260245,0.36295,0.003541,-0.36502,1.1502466,0.024061427,0.5842198
1,-0.16729,-0.025246,0.13164,0.026853,1.1041652,0.045145094,0.55700344
1,-0.1129,-0.466315,0.468635,-0.042975,1.1428716,0.03625045,0.6342355
1,-0.08468,0.13926,-0.109175,-0.09638,1.1389455,0.031940423,0.59425104
1,-0.085505,-0.439515,0.398675,-0.022738,1.142164,0.04095068,0.6608127
1,0.044756,0.23869,-0.242155,-0.279545,1.2854683,0.0075807218,0.9440445
1,-0.10168,-0.07046,0.05791,0.018254,1.1014333,0.046388045,0.5553467
1,-0.092195,-0.432375,0.38398,-0.033341,1.1251979,0.040156957,0.59801525
1,-0.06984,-0.48349,0.47326,-0.017436,1.1961079,0.039720785,0.83732486
1,-0.11107,-0.011899,0.028004,0.002801,1.1059495,0.044341616,0.5581368
1,0.07757,0.190065,-0.245715,-0.187415,1.2933385,0.006527199,0.9644054
1,-0.179005,-0.646545,0.658895,-0.128385,1.0765724,0.0062579988,0.22297026
1,-0.207395,0.356125,-0.00417,-0.32086,1.2147201,0.036574572,0.8814377
1,0.086655,0.19772,-0.23706,-0.125085,1.3196274,0.009853453,1.0746405
1,-0.018186,0.152195,-0.17408,-0.13918,1.1886089,0.023558285,0.7120382
1,-0.027824,0.16068,-0.165425,-0.139825,1.188515,0.025325967,0.72262114
1,-0.178405,-0.41065,0.50415,0.048383,1.1206515,0.03450865,0.5476593
1,-0.121825,0.18013,-0.07083,-0.14474,1.1489946,0.03599569,0.65356034
1,0.0648,0.214275,-0.242285,-0.145065,1.2959938,0.0077084233,0.9807533
1,0.005903,0.019554,-0.049112,0.021422,1.2317557,0.050738715,1.0269444
1,0.030366,0.19772,-0.2386,-0.224265,1.2371159,0.008103837,0.78225493
1,-0.072135,0.16461,-0.09851,-0.17196,1.1851988,0.036831886,0.7822751
1,-0.138055,-0.525495,0.451195,-0.097735,1.0472767,0.023237841,0.22772643
1,-0.181135,0.19979,-0.017923,-0.195235,1.1237488,0.034802992,0.5600452
1,-0.24213,-0.24966,0.52026,-0.026552,1.1631021,0.035224073,0.69694686
1,-0.018507,-0.2777,0.238745,0.07735,1.2221014,0.064133644,1.0766196
1,-0.10834,0.079665,0.002256,-0.0839,1.1562272,0.04642664,0.74258447
1,-0.150965,0.088875,0.036873,-0.022673,1.1314673,0.04380221,0.6418963
1,0.006063,0.011174,-0.023664,0.048512,1.2476403,0.056092594,1.1141788
1,-0.018013,-0.22245,0.105335,0.047154,1.1492196,0.05354008,0.7625465
1,-0.138845,-0.284835,0.295895,0.018836,1.0924388,0.044863943,0.51524967
1,-0.161525,-0.360675,0.582165,-0.047307,1.2496123,0.04920321,1.0784136
1,-0.28185,0.406305,0.006541,-0.25071,1.1541164,0.019375592,0.56852317
1,-0.11949,-0.039214,0.150705,0.038103,1.179079,0.058303293,0.8938308
1,-0.080145,-0.019452,0.081,0.095515,1.1905594,0.05844171,0.9338644
1,-0.10893,-0.322395,0.30172,-0.010389,1.1124946,0.046881467,0.59614015
1,-0.041768,0.040247,-0.082055,-0.009613,1.150104,0.038337816,0.6717936
1,-0.185905,-0.425445,0.61815,-0.047759,1.196981,0.03589906,0.81673115
1,-0.085075,-0.000518,-0.049669,-0.026552,1.0850384,0.036677074,0.43949515
1,-0.005858,0.030211,-0.019294,-0.002953,1.2484586,0.05671222,1.1207936
1,-0.211245,0.313495,0.007911,-0.277285,1.1876729,0.035734788,0.7839514
1,-0.26506,0.369575,0.001485,-0.369935,1.1464887,0.022767724,0.56341493
1,0.087125,0.184165,-0.200645,-0.086035,1.341535,0.022695536,1.2286193
1,-0.12956,-0.005277,0.06399,0.05207,1.1152419,0.046430167,0.6027323
1,0.050585,0.04511,-0.11753,0.021357,1.2563785,0.040330816,1.0467781
1,-0.169,-0.035385,0.126625,0.035904,1.0897905,0.043485954,0.49771166
1,-0.116495,-0.49766,0.42378,-0.093665,1.0755832,0.028794857,0.35860717
1,-0.097045,-0.43424,0.45775,0.047025,1.1803648,0.043572493,0.80735564
1,-0.20109,-0.4152,0.62775,-0.075495,1.191018,0.034257427,0.7862549
1,-0.06973,0.11567,-0.02225,-0.074525,1.2177453,0.051124487,0.98150945
1,-0.012019,-0.089185,0.10675,0.06209,1.2588155,0.07034799,1.2402483
1,-0.1282,-0.085255,0.07513,0.016379,1.0669479,0.04264644,0.4145769
1,-0.032163,0.12374,-0.14726,-0.05138,1.1702623,0.028291015,0.6786182
1,-0.086315,-0.301185,0.262095,0.014762,1.1268451,0.050413832,0.6669038
1,-0.109895,-0.10626,0.085755,0.022586,1.0867835,0.04592079,0.50246835
1,-0.058335,-0.071185,0.146205,0.03306,1.2394786,0.069247514,1.1674676
1,-0.328865,0.340085,0.042742,-0.37672,1.06794,0.006826589,0.19701694
1,-0.093145,-0.042421,0.126885,0.00487,1.1941534,0.06087898,0.96116376
1,-0.096945,0.07853,0.002299,-0.0561,1.1718497,0.048532926,0.80889267
1,0.037554,0.095805,-0.15549,-0.010259,1.2428175,0.030931529,0.9425202
1,-0.090935,-0.45183,0.45081,-0.006122,1.1700342,0.04113238,0.75704813
1,-0.207145,0.138745,0.034131,-0.035992,1.0853986,0.033286795,0.41981214
1,-0.047702,0.09912,-0.115815,-0.059785,1.1565179,0.03311353,0.66145784
1,-0.113085,-0.23714,0.317445,0.005581,1.1838524,0.05838482,0.91062415
1,-0.24196,0.333775,-0.012139,-0.328875,1.1412758,0.026408395,0.56808096
1,-0.019708,-0.001035,-0.003313,-0.02235,1.2188681,0.05547406,1.0121707
1,-0.319895,0.322395,0.05418,-0.33088,1.0774932,0.009645159,0.24700549
1,-0.129805,-0.46745,0.48971,-0.014009,1.135798,0.034480337,0.5991762
1,-0.07314,-0.07853,0.121785,0.024913,1.1915894,0.06111027,0.9538398
1,0.111395,0.204755,-0.240185,-0.10556,1.3578819,0.009288275,1.2017084
1,-0.07661,-0.25483,0.333895,0.008749,1.2373937,0.06648624,1.1433202
1,0.06759,0.052975,-0.117185,0.019999,1.2870877,0.04258434,1.1654819
1,-0.032884,-0.14009,0.185575,0.04987,1.2585394,0.07326109,1.2572747
1,-0.091075,0.137605,-0.036131,-0.11765,1.1914159,0.04576468,0.8585924
1,-0.035747,-0.22224,0.111205,0.024913,1.1288568,0.051526416,0.6806318
1,-0.127315,0.155505,-0.041614,-0.15179,1.1478194,0.039297197,0.66991425
1,-0.102725,-0.543395,0.47463,-0.07058,1.1050276,0.02489265,0.4350244
1,-0.036755,0.086805,-0.07469,-0.05791,1.1985223,0.04312033,0.8665341
1,0.037948,0.014588,-0.08253,0.041917,1.2454653,0.04636821,1.0467737
1,-0.10033,-0.33595,0.45081,0.004999,1.2432051,0.05905508,1.1173158
1,0.012972,0.250485,-0.25197,-0.31931,1.2399974,0.0039328844,0.7663615
1,-0.128505,-0.34226,0.449995,0.106765,1.1971445,0.051449507,0.91320825
1,-0.08661,-0.46414,0.38595,-0.08584,1.1111783,0.0360448,0.52480465
1,0.067255,0.011795,-0.093925,0.06629,1.2758265,0.046541445,1.1514581
1,-0.083205,-0.06839,0.09985,0.026142,1.1657627,0.056482177,0.83715177
1,-0.015216,0.13264,-0.13878,-0.032824,1.2086713,0.03229783,0.83441454
1,-0.074,-0.52622,0.49588,-0.02513,1.1776187,0.031934842,0.7262
1,-0.023326,0.116915,-0.14906,-0.052155,1.1763494,0.028384848,0.6999707
1,-0.10901,0.168955,-0.06128,-0.133105,1.1673423,0.039361574,0.73693866
1,-0.149415,0.015623,0.022521,0.003448,1.066518,0.038076065,0.3849182
1,-0.149575,-0.33129,0.432605,0.09099,1.1599824,0.046906736,0.7583615
1,-0.043937,-0.110605,-0.002585,0.004999,1.1025511,0.043355778,0.54045796
1,-0.135415,-0.34133,0.376695,0.029504,1.1247213,0.04486319,0.62541795
1,-0.054165,-0.015624,0.064075,0.020646,1.2163126,0.061234716,1.0389824
1,0.05276,0.059285,-0.132055,0.005517,1.2576092,0.037241727,1.0319239
1,-0.055025,-0.36254,0.300695,0.018448,1.1593144,0.05090375,0.7807361
1,-0.22523,-0.29063,0.544335,-0.026423,1.1775582,0.037975088,0.76325107
1,-0.223895,0.36854,-0.015609,-0.33877,1.190358,0.0313475,0.76605344
1,-0.33255,0.33967,0.034302,-0.379435,1.055043,0.0055839997,0.1453377
1,-0.02695,-0.25835,0.171995,0.002607,1.1668955,0.056768727,0.8427855
1,0.007165,-0.054425,0.050195,0.024396,1.2637718,0.066641614,1.234301
1,-0.045659,-0.100565,-0.009783,0.003318,1.1013796,0.042656004,0.5321436
1,-0.06396,0.10688,-0.023792,-0.06987,1.2181606,0.05127033,0.9838264
1,-0.013534,0.16337,-0.17781,-0.15444,1.2004678,0.023203326,0.75032073
1,-0.20622,0.189545,-0.03266,-0.20901,1.0672051,0.027598415,0.32263452
1,-0.011678,0.162025,-0.153345,-0.13892,1.2232163,0.029882282,0.8691536
1,-0.326175,0.48007,-0.012696,-0.34821,1.1288168,0.0070908447,0.4064061
1,-0.1228,-0.012209,0.070205,-0.022932,1.1251585,0.048251726,0.64781153
1,-0.103295,0.05256,-0.023149,-0.05487,1.1213307,0.041358735,0.59223044
1,-0.038844,0.006518,-0.001557,-0.017695,1.1984339,0.053210314,0.9284697
1,-0.11759,-0.241795,0.332395,-0.003018,1.1867516,0.05815074,0.91907454
1,-0.035434,-0.27801,0.202415,0.04515,1.1661551,0.05644018,0.83823204
1,-0.024621,0.044696,-0.081415,-0.028427,1.1787157,0.040845957,0.7849096
1,-0.200125,-0.674895,0.88386,-0.16601,1.2187176,0.0022328896,0.6832523
1,-0.041027,0.032591,-0.024435,-0.026358,1.1950867,0.05004789,0.89754
1,-0.22498,0.17144,0.028133,-0.05836,1.0789758,0.029735023,0.3759845
1,-0.08943,-0.31743,0.28077,0.021292,1.126285,0.049427584,0.65890867
1,-0.113385,0.16482,-0.112815,-0.12321,1.1135371,0.028702566,0.487566
1,-0.184085,0.161195,-0.034674,-0.17002,1.0761784,0.030492349,0.37110907
1,-0.116105,-0.46652,0.46165,-0.039936,1.1320777,0.035391245,0.5920984
1,-0.122805,-0.22783,0.32267,-0.002824,1.1813024,0.05767888,0.89756703
1,-0.120575,-0.456795,0.46722,-0.03263,1.1377075,0.036519043,0.61826813
1,-0.103155,-0.075735,0.06095,0.022262,1.0979774,0.046152696,0.54210097
1,-0.07614,-0.323945,0.28784,0.043663,1.1466686,0.051678743,0.74235904
1,-0.143095,0.225965,-0.029062,-0.213145,1.1886048,0.041819762,0.82466567
1,-0.101425,0.19234,-0.031718,-0.05875,1.2212524,0.04776785,0.972774
1,0.025113,0.032694,-0.058965,0.019999,1.2608064,0.051959924,1.1336207
1,-0.184805,-0.683895,0.878975,-0.130905,1.2298692,0.00084667176,0.7127599
