label, variance, skewness, kurtosis, entropy
1,-0.042355,0.156645,-0.15056,-0.14694
1,-0.2122,-0.65317,0.85558,-0.140085
1,-0.124705,0.177235,-0.068605,-0.142415
1,-0.02147,-0.007347,0.002213,-0.007803
1,-0.191015,-0.652755,0.847915,-0.11526
1,-0.048035,0.134815,-0.15613,-0.065605
1,-0.017405,-0.019348,-0.023921,0.031314
1,-0.073905,0.007139,-0.05811,-0.02429
1,0.040792,0.242,-0.263065,-0.304115
1,-0.352105,0.46,0.012967,-0.23416
1,-0.1865,-0.648615,0.649085,-0.1342
1,0.07448,0.17144,-0.201545,-0.071295
1,-0.05058,-0.009519,-0.045299,0.00015
1,-0.000745,-0.051215,-0.047012,0.032478
1,-0.33763,0.44086,-0.003099,-0.18625
1,-0.22009,-0.646855,0.782795,-0.08403
1,-0.179665,0.011484,0.03563,-0.01666
1,-0.126865,-0.34795,0.44027,0.076445
1,-0.078105,-0.110605,0.212955,0.013986
1,-0.16389,0.090115,0.009025,-0.119655
1,-0.151325,-0.003104,0.034302,-0.002759
1,-0.046794,-0.25504,0.226835,0.06933
1,-0.088485,0.171645,-0.06072,-0.118945
1,-0.052775,0.03973,-0.08484,-0.023384
1,-0.21055,-0.62368,0.74852,-0.06942
1,-0.106665,0.078425,-0.004213,-0.087265
1,-0.069975,-0.09581,0.12577,0.029956
1,-0.083385,-0.357675,0.394645,0.048383
1,-0.157115,-0.651825,0.783865,-0.033083
1,-0.26203,0.33129,-0.009954,-0.343035
1,-0.144145,0.19482,-0.00944,-0.05836
1,-0.014348,0.15892,-0.178835,-0.15948
1,-0.083185,0.164405,-0.113505,-0.11112
1,-0.167765,0.017796,0.132365,-0.018923
1,-0.09558,-0.308015,0.2803,0.024267
1,0.049148,0.17113,-0.19846,-0.08558
1,0.075385,0.09798,-0.15292,-0.006122
1,-0.144785,-0.601025,0.595745,-0.13776
1,0.008179,-0.16792,0.068745,0.067845
1,0.026187,0.1822,-0.20373,-0.099545
1,0.013666,0.243865,-0.24597,-0.29099
1,-0.04367,0.082665,-0.10982,-0.039031
1,-0.169315,-0.649445,0.652725,-0.13601
1,-0.244305,0.35271,-0.008626,-0.34795
1,-0.012373,0.09684,-0.123485,-0.040259
1,-0.020823,0.016244,-0.016809,-0.018018
1,-0.102205,0.061355,0.009282,-0.05455
1,-0.09895,0.161505,-0.067875,-0.129095
1,0.053185,0.184785,-0.20797,-0.096895
1,-0.038924,0.170095,-0.174295,-0.177845
1,-0.033004,-0.1613,0.19029,0.05918
1,-0.25608,-0.26559,0.51923,-0.05306
1,0.033183,-0.002277,-0.009397,0.011724
1,-0.014008,0.153645,-0.169285,-0.145775
1,-0.219835,0.248005,-0.032446,-0.273595
1,-0.20979,-0.409095,0.606455,-0.080085
1,0.003306,0.12457,-0.147005,-0.031078
1,-0.06195,-0.32705,0.240755,-0.00166
1,-0.06707,-0.10388,0.140465,0.030344
1,-0.20107,-0.64003,0.780995,-0.047824
1,0.045204,0.16854,-0.224935,-0.184825
1,-0.031649,-0.256385,0.22812,0.073985
1,-0.21466,0.167095,0.038629,-0.049893
1,-0.027504,0.143295,-0.08244,-0.121595
1,-0.086395,-0.34205,0.44747,0.034029
1,-0.10837,0.006208,-0.052325,-0.043104
1,-0.114935,-0.26135,0.2815,0.045861
1,-0.013327,-0.032281,-0.021007,0.044568
1,0.03688,0.242625,-0.23993,-0.283295
1,-0.08331,-0.015003,0.07119,0.001249
1,-0.116055,0.1583,-0.05001,-0.135755
1,-0.025502,-0.011796,0.001014,0.038167
1,-0.124175,-0.37247,0.34482,-0.032242
1,-0.19967,0.291665,0.027362,-0.246895
1,-0.11571,0.10419,-0.023407,-0.083835
1,0.07189,0.033419,-0.101335,0.051355
1,0.06099,0.10491,-0.15977,0.006422
1,-0.203395,0.124775,0.039786,-0.055195
1,-0.133245,-0.64065,0.633445,-0.09541
1,-0.10377,0.063835,-0.032103,-0.06321
1,0.007712,0.005897,-0.084115,0.029762
1,-0.16346,-0.63703,0.777865,-0.007091
1,-0.010944,-0.11019,-0.00477,0.028211
1,0.083995,0.21034,-0.22699,-0.119655
1,-0.214435,-0.393165,0.591935,-0.09489
1,-0.128325,-0.34412,0.37708,0.035387
1,-0.098625,0.144125,-0.11543,-0.11862
1,-0.192415,-0.640235,0.78412,-0.06405
1,-0.15493,-0.52301,0.448585,-0.117135
1,-0.29365,0.45876,-0.013724,-0.30211
1,-0.07223,0.10719,-0.023621,-0.083385
1,-0.19849,0.18406,-0.030004,-0.200665
1,-0.224305,-0.664445,0.865435,-0.16097
1,-0.19276,0.176095,-0.019208,-0.19304
1,-0.11402,-0.015313,0.066735,0.068815
1,-0.099405,0.049973,-0.014281,-0.035022
1,-0.19586,0.13326,0.039443,-0.039095
1,-0.09178,-0.33781,0.252925,-0.027522
1,-0.08988,-0.33843,0.333765,0.044956
1,-0.1294,0.19327,-0.01668,-0.063985
1,-0.18965,-0.635475,0.639785,-0.14125
1,-0.207045,0.173095,-0.023921,-0.194395
1,0.013319,0.036626,-0.033946,0.001767
1,-0.156365,-0.355605,0.569485,-0.004182
1,0.003126,0.146505,-0.177335,-0.133685
1,-0.12542,-0.011382,0.0744,0.060345
1,-0.23169,-0.637545,0.83583,-0.16084
1,-0.08791,0.136985,-0.126615,-0.1117
1,-0.08193,0.16792,-0.08651,-0.17823
1,-0.190265,0.121365,0.034045,-0.054355
1,-0.29517,0.328395,0.033831,-0.333985
1,0.109715,0.227515,-0.2488,-0.13627
1,-0.038731,-0.09384,0.120115,0.056595
1,-0.06423,0.163575,-0.088355,-0.16304
1,-0.06393,-0.120435,0.228675,0.023814
1,-0.030127,0.086185,-0.107505,-0.038514
1,-0.173025,0.134505,0.008083,-0.05112
1,-0.049097,0.13978,-0.061705,-0.07834
1,-0.006345,-0.057525,-0.047569,0.028922
1,-0.184805,-0.683895,0.878975,-0.130905
1,0.025113,0.032694,-0.058965,0.019999
1,-0.101425,0.19234,-0.031718,-0.05875
1,-0.143095,0.225965,-0.029062,-0.213145
1,-0.07614,-0.323945,0.28784,0.043663
1,-0.103155,-0.075735,0.06095,0.022262
1,-0.120575,-0.456795,0.46722,-0.03263
1,-0.122805,-0.22783,0.32267,-0.002824
1,-0.116105,-0.46652,0.46165,-0.039936
1,-0.184085,0.161195,-0.034674,-0.17002
1,-0.113385,0.16482,-0.112815,-0.12321
1,-0.08943,-0.31743,0.28077,0.021292
1,-0.22498,0.17144,0.028133,-0.05836
1,-0.041027,0.032591,-0.024435,-0.026358
1,-0.200125,-0.674895,0.88386,-0.16601
1,-0.024621,0.044696,-0.081415,-0.028427
1,-0.035434,-0.27801,0.202415,0.04515
1,-0.11759,-0.241795,0.332395,-0.003018
1,-0.038844,0.006518,-0.001557,-0.017695
1,-0.103295,0.05256,-0.023149,-0.05487
1,-0.1228,-0.012209,0.070205,-0.022932
1,-0.326175,0.48007,-0.012696,-0.34821
1,-0.011678,0.162025,-0.153345,-0.13892
1,-0.20622,0.189545,-0.03266,-0.20901
1,-0.013534,0.16337,-0.17781,-0.15444
1,-0.06396,0.10688,-0.023792,-0.06987
1,-0.045659,-0.100565,-0.009783,0.003318
1,0.007165,-0.054425,0.050195,0.024396
1,-0.02695,-0.25835,0.171995,0.002607
1,-0.33255,0.33967,0.034302,-0.379435
1,-0.223895,0.36854,-0.015609,-0.33877
1,-0.22523,-0.29063,0.544335,-0.026423
1,-0.055025,-0.36254,0.300695,0.018448
1,0.05276,0.059285,-0.132055,0.005517
1,-0.054165,-0.015624,0.064075,0.020646
1,-0.135415,-0.34133,0.376695,0.029504
1,-0.043937,-0.110605,-0.002585,0.004999
1,-0.149575,-0.33129,0.432605,0.09099
1,-0.149415,0.015623,0.022521,0.003448
1,-0.10901,0.168955,-0.06128,-0.133105
1,-0.023326,0.116915,-0.14906,-0.052155
1,-0.074,-0.52622,0.49588,-0.02513
1,-0.015216,0.13264,-0.13878,-0.032824
1,-0.083205,-0.06839,0.09985,0.026142
1,0.067255,0.011795,-0.093925,0.06629
1,-0.08661,-0.46414,0.38595,-0.08584
1,-0.128505,-0.34226,0.449995,0.106765
1,0.012972,0.250485,-0.25197,-0.31931
1,-0.10033,-0.33595,0.45081,0.004999
1,0.037948,0.014588,-0.08253,0.041917
1,-0.036755,0.086805,-0.07469,-0.05791
1,-0.102725,-0.543395,0.47463,-0.07058
1,-0.127315,0.155505,-0.041614,-0.15179
1,-0.035747,-0.22224,0.111205,0.024913
1,-0.091075,0.137605,-0.036131,-0.11765
1,-0.032884,-0.14009,0.185575,0.04987
1,0.06759,0.052975,-0.117185,0.019999
1,-0.07661,-0.25483,0.333895,0.008749
1,0.111395,0.204755,-0.240185,-0.10556
1,-0.07314,-0.07853,0.121785,0.024913
1,-0.129805,-0.46745,0.48971,-0.014009
1,-0.319895,0.322395,0.05418,-0.33088
1,-0.019708,-0.001035,-0.003313,-0.02235
1,-0.24196,0.333775,-0.012139,-0.328875
1,-0.113085,-0.23714,0.317445,0.005581
1,-0.047702,0.09912,-0.115815,-0.059785
1,-0.207145,0.138745,0.034131,-0.035992
1,-0.090935,-0.45183,0.45081,-0.006122
1,0.037554,0.095805,-0.15549,-0.010259
1,-0.096945,0.07853,0.002299,-0.0561
1,-0.093145,-0.042421,0.126885,0.00487
1,-0.328865,0.340085,0.042742,-0.37672
1,-0.058335,-0.071185,0.146205,0.03306
1,-0.109895,-0.10626,0.085755,0.022586
1,-0.086315,-0.301185,0.262095,0.014762
1,-0.032163,0.12374,-0.14726,-0.05138
1,-0.1282,-0.085255,0.07513,0.016379
1,-0.012019,-0.089185,0.10675,0.06209
1,-0.06973,0.11567,-0.02225,-0.074525
1,-0.20109,-0.4152,0.62775,-0.075495
1,-0.097045,-0.43424,0.45775,0.047025
1,-0.116495,-0.49766,0.42378,-0.093665
1,-0.169,-0.035385,0.126625,0.035904
1,0.050585,0.04511,-0.11753,0.021357
1,-0.12956,-0.005277,0.06399,0.05207
1,0.087125,0.184165,-0.200645,-0.086035
1,-0.26506,0.369575,0.001485,-0.369935
1,-0.211245,0.313495,0.007911,-0.277285
1,-0.005858,0.030211,-0.019294,-0.002953
1,-0.085075,-0.000518,-0.049669,-0.026552
1,-0.185905,-0.425445,0.61815,-0.047759
1,-0.041768,0.040247,-0.082055,-0.009613
1,-0.10893,-0.322395,0.30172,-0.010389
1,-0.080145,-0.019452,0.081,0.095515
1,-0.11949,-0.039214,0.150705,0.038103
1,-0.28185,0.406305,0.006541,-0.25071
1,-0.161525,-0.360675,0.582165,-0.047307
1,-0.138845,-0.284835,0.295895,0.018836
1,-0.018013,-0.22245,0.105335,0.047154
1,0.006063,0.011174,-0.023664,0.048512
1,-0.150965,0.088875,0.036873,-0.022673
1,-0.10834,0.079665,0.002256,-0.0839
1,-0.018507,-0.2777,0.238745,0.07735
1,-0.24213,-0.24966,0.52026,-0.026552
1,-0.181135,0.19979,-0.017923,-0.195235
1,-0.138055,-0.525495,0.451195,-0.097735
1,-0.072135,0.16461,-0.09851,-0.17196
1,0.030366,0.19772,-0.2386,-0.224265
1,0.005903,0.019554,-0.049112,0.021422
1,0.0648,0.214275,-0.242285,-0.145065
1,-0.121825,0.18013,-0.07083,-0.14474
1,-0.178405,-0.41065,0.50415,0.048383
1,-0.027824,0.16068,-0.165425,-0.139825
1,-0.018186,0.152195,-0.17408,-0.13918
1,0.086655,0.19772,-0.23706,-0.125085
1,-0.207395,0.356125,-0.00417,-0.32086
1,-0.179005,-0.646545,0.658895,-0.128385
1,0.07757,0.190065,-0.245715,-0.187415
1,-0.11107,-0.011899,0.028004,0.002801
1,-0.06984,-0.48349,0.47326,-0.017436
1,-0.092195,-0.432375,0.38398,-0.033341
1,-0.10168,-0.07046,0.05791,0.018254
1,0.044756,0.23869,-0.242155,-0.279545
1,-0.085505,-0.439515,0.398675,-0.022738
1,-0.08468,0.13926,-0.109175,-0.09638
1,-0.1129,-0.466315,0.468635,-0.042975
1,-0.16729,-0.025246,0.13164,0.026853
1,-0.260245,0.36295,0.003541,-0.36502
1,-0.18622,0.095185,-0.001771,-0.125475
1,0.037214,-0.188615,0.080655,0.07877
1,-0.088565,-0.538325,0.51092,-0.050215
1,-0.16962,0.16782,-0.036002,-0.176165
1,-0.06707,-0.09581,-0.007769,-0.005992
1,-0.110915,-0.0627,0.14993,0.018189
1,0.019506,-0.00714,-0.0016,0.017542
1,0.010716,-0.034765,0.043856,0.014827
1,-0.10023,-0.024729,0.06665,0.082715
1,-0.32542,0.43848,0.011596,-0.19685
1,-0.07087,-0.112675,0.0759,0.030991
1,-0.347995,0.449655,0.01091,-0.2286
1,-0.061845,-0.08453,0.1259,0.025818
1,-0.14749,-0.41365,0.51323,0.058145
1,0.005516,0.098705,-0.16834,-0.03263
1,-0.114055,-0.042835,0.135925,0.002219
1,0.030025,0.049973,-0.11063,0.00487
1,-0.104455,-0.024211,0.0852,0.087175
1,-0.085315,0.13978,-0.1189,-0.117455
1,-0.19429,-0.642305,0.639785,-0.156765
1,-0.1451,-0.382815,0.59159,-0.042134
1,-0.038644,-0.372365,0.3246,0.01806
1,-0.07866,0.05318,-0.035616,-0.04194
1,-0.09224,0.0627,0.013609,-0.05364
1,-0.10481,-0.355295,0.33094,-0.016854
1,-0.054705,0.11536,-0.126185,-0.072265
1,-0.106205,-0.344845,0.27996,-0.023578
1,-0.10331,0.008484,-0.05027,-0.041488
1,-0.178705,0.1972,-0.003956,-0.106015
1,-0.12877,-0.28287,0.30515,0.032607
1,-0.13632,0.196065,-0.024606,-0.181855
1,-0.044705,0.159955,-0.091095,-0.14726
1,-0.190365,-0.404855,0.50886,0.032542
1,0.100885,0.08991,-0.147905,0.010495
1,-0.07452,-0.110915,0.08027,0.044697
1,-0.071885,-0.0716,0.10572,0.021034
1,-0.030721,-0.004553,-0.015909,0.025107
1,-0.097775,0.010346,0.062365,-0.018535
1,-0.13954,-0.285665,0.29765,0.022973
1,0.07952,0.110605,-0.155915,-0.005863
1,-0.14569,-0.473555,0.48834,-0.030108
1,-0.10021,-0.46838,0.466665,-0.005152
1,-0.16942,-0.41075,0.516575,0.049094
1,-0.179475,-0.3286,0.526255,-0.008191
1,-0.168965,-0.688655,0.89637,-0.101615
1,-0.179925,-0.682965,0.88026,-0.124635
1,-0.35182,0.464655,0.008297,-0.22698
1,-0.15,-0.45783,0.47883,-0.036509
1,-0.264715,-0.257315,0.51666,-0.055905
1,-0.150305,-0.611885,0.59776,-0.108015
1,-0.10826,0.151055,-0.12066,-0.121205
1,0.031828,0.26011,-0.260795,-0.306055
1,-0.071875,-0.09312,0.2013,0.027564
1,-0.0841,-0.340605,0.35699,0.066615
1,-0.078405,-0.36223,0.327685,-0.00638
1,0.05822,0.190475,-0.24704,-0.204545
1,-0.018253,0.14464,-0.182305,-0.153015
1,-0.020983,0.14547,-0.089295,-0.110345
1,-0.14893,0.117225,0.026334,-0.020087
1,-0.031342,-0.31505,0.239215,0.0553
1,-0.16119,0.139675,0.016137,-0.043039
1,-0.15564,-0.34205,0.53701,-0.05086
1,-0.131,-0.342775,0.310845,-0.031143
1,-0.063335,0.140915,-0.1213,-0.09431
1,-0.13432,-0.004863,0.030832,0.00306
1,0.030025,0.096635,-0.16444,-0.016208
1,-0.118985,-0.07201,0.056365,0.008038
1,0.013259,0.12033,-0.14208,-0.029979
1,0.042273,0.17413,-0.181535,-0.069805
1,0.061395,0.201545,-0.232175,-0.195625
1,0.048354,0.19213,-0.24657,-0.206615
1,-0.18006,-0.326945,0.52617,-0.024484
1,0.005843,0.18675,-0.221895,-0.218705
1,-0.05025,0.004242,-0.01231,0.022844
1,-0.091715,-0.329535,0.282145,0.027499
1,-0.27404,0.409095,0.013909,-0.251615
1,-0.23731,0.156025,0.05375,-0.06483
1,-0.100745,0.18437,-0.096925,-0.19459
1,-0.176795,0.015209,0.032845,-0.014785
1,-0.19447,-0.39161,0.49104,0.023749
1,0.009434,0.035074,-0.025591,0.000279
1,0.011937,0.104395,-0.16761,-0.033277
1,0.023684,0.168025,-0.22532,-0.202155
1,-0.059295,-0.062595,0.113175,0.03862
1,-0.247235,0.165025,0.05315,-0.0722
1,-0.08494,-0.355815,0.28951,0.008362
1,-0.102645,0.191925,-0.039772,-0.06069
1,-0.025408,0.1434,-0.09054,-0.11306
1,-0.07786,-0.49404,0.40544,-0.05403
1,-0.149105,0.20993,-0.02949,-0.19821
1,-0.17958,-0.311425,0.511945,-0.057715
1,-0.020476,-0.007761,0.003027,-0.00444
1,-0.11459,-0.36285,0.397985,0.046055
1,-0.08353,-0.1045,0.0792,0.035581
1,0.024399,0.17837,-0.21941,-0.19058
1,-0.04367,-0.001656,-0.010083,0.027887
1,-0.10617,0.059075,-0.027776,-0.040583
1,-0.13995,0.098395,-0.021179,-0.105625
1,-0.04074,-0.286905,0.219595,0.016055
1,-0.25338,-0.259385,0.52133,-0.043363
1,-0.024541,0.14226,-0.18218,-0.15502
1,0.08204,0.212515,-0.245115,-0.133105
1,-0.05401,0.10998,-0.12931,-0.063795
1,-0.05653,0.09229,-0.067875,-0.06903
1,-0.129595,-0.052765,0.194745,0.038879
1,0.021415,-0.047491,-0.053655,0.016055
1,-0.153655,-0.026591,0.119385,0.038814
1,-0.04927,-0.33305,0.291225,0.027305
1,-0.047128,0.001965,-0.012096,0.015797
1,-0.123105,0.138225,-0.031289,-0.142865
1,0.013439,0.24935,-0.25754,-0.319565
1,0.037034,0.086495,-0.159815,-0.007285
1,-0.00461,0.019658,-0.016423,-0.006897
1,-0.110865,0.073355,-0.036345,-0.05862
1,-0.180425,0.166265,-0.025977,-0.178685
1,-0.071165,-0.049456,0.11793,0.019741
1,0.067015,0.206615,-0.23509,-0.129935
1,0.01476,0.24428,-0.25745,-0.311615
1,-0.026536,-0.004863,-0.010897,0.05213
1,-0.07626,-0.31267,0.26762,0.029956
1,-0.045392,-0.39513,0.339035,0.01709
1,-0.097115,0.01883,-0.06449,-0.041229
1,-0.138615,0.163885,-0.046755,-0.157285
1,-0.107025,-0.008381,0.06605,-0.010453
1,-0.178565,-0.62461,0.744405,-0.023514
1,-0.008648,-0.05908,0.06909,0.03668
1,0.001251,0.16999,-0.221635,-0.213275
1,-0.19413,0.2449,-0.046156,-0.254005
1,-0.08745,-0.3166,0.304935,0.007133
1,-0.1205,0.187165,-0.020108,-0.064765
1,-0.160255,-0.00714,0.048783,0.002284
1,-0.05372,-0.315565,0.26775,0.040236
1,0.010108,0.09591,-0.16414,-0.030884
1,-0.141955,-0.3315,0.524245,-0.021057
1,-0.092415,0.015519,0.038672,0.070945
1,-0.110415,-0.455345,0.449955,-0.014203
1,0.089375,0.239,-0.25681,-0.16181
1,-0.0893,-0.405785,0.35429,-0.06056
1,-0.094845,-0.339465,0.263805,-0.016272
1,-0.09023,-0.340705,0.335095,0.058405
1,0.029912,0.17506,-0.198975,-0.089205
1,0.000483,0.17806,-0.22035,-0.220515
1,-0.043917,0.16285,-0.18389,-0.16472
1,-0.118145,-0.005277,0.09668,0.05679
1,-0.044785,0.150125,-0.180335,-0.172285
1,-6.4E-05,0.006932,-0.009826,0.000409
1,-0.08257,-0.424925,0.45561,0.061895
1,-0.034873,-0.08836,-0.017237,-0.006186
1,-0.11571,-0.034247,0.099165,-0.022415
1,-0.133425,-0.522595,0.455695,-0.086615
1,-0.24277,-0.295185,0.54909,-0.0411
1,-0.321235,0.476555,0.001142,-0.342585
1,-0.14573,0.202685,-0.02285,-0.201635
1,-0.09391,-0.329325,0.24243,-0.001078
1,-0.1117,-0.35157,0.37468,0.030667
1,-0.174585,-0.60868,0.718445,-0.03082
1,-0.07227,-0.421925,0.442415,0.048447
1,-0.12763,-0.368125,0.346275,-0.033406
1,-0.017445,0.159645,-0.17027,-0.15916
1,0.000156,-0.200305,0.08978,0.045861
1,-0.336935,0.349395,0.033917,-0.379435
1,-0.024974,0.08867,-0.112345,-0.034052
1,-0.069855,0.165955,-0.069635,-0.09974
1,-0.037162,-0.016451,-0.021393,0.011659
1,-0.087395,-0.29115,0.293495,0.0606
1,0.016663,0.16554,-0.225405,-0.2006
1,0.03106,0.183855,-0.203855,-0.103555
1,-0.10605,-0.002794,0.09745,0.06765
1,-0.020402,0.027107,-0.026363,0.03293
1,0.005796,0.161095,-0.17151,-0.142285
1,-0.06284,-0.073665,0.14359,0.022327
1,0.012197,0.073665,-0.07096,-0.029268
1,-0.038397,0.17299,-0.172025,-0.17138
1,-0.121745,-0.462485,0.44961,-0.025001
1,-0.08532,0.16544,-0.114145,-0.10989
1,-0.30816,0.43548,-0.010811,-0.181725
1,-0.15433,-0.33181,0.527025,-0.044591
1,-0.031022,0.027935,-0.019294,-0.033212
1,-0.044771,0.101395,-0.11826,-0.06373
1,-0.129495,-0.019555,0.046726,0.021486
1,0.06286,0.243655,-0.264305,-0.293705
1,0.078155,0.0448,-0.09851,0.032736
1,-0.08122,-0.31722,0.232875,0.008491
1,-0.07047,-0.10626,-0.005199,-0.009613
1,-0.20393,0.146195,0.043513,-0.032695
1,-0.07539,-0.365955,0.394905,0.061445
1,-0.113125,-0.004967,0.140635,0.024331
1,-0.08088,0.05463,-0.017751,-0.029979
1,-0.258305,0.402165,0.002213,-0.224915
1,-0.029794,0.124055,-0.143365,-0.044914
1,-0.118375,-0.021832,0.0846,-0.021509
1,0.025407,0.0239,-0.09902,0.028857
1,-0.14549,-0.50356,0.42078,-0.09974
1,-0.09983,-0.475005,0.4841,-0.006445
1,0.01717,0.006208,-0.014367,0.007327
1,0.045658,0.166885,-0.202785,-0.083705
1,0.041813,0.055355,-0.12353,-0.003147
1,0.012131,0.028659,-0.09701,0.022004
1,-0.166015,-0.001346,0.14809,-0.022479
1,-0.069435,-0.243865,0.32387,0.01709
1,-0.091095,-0.34412,0.273405,0.002866
0,0.06557,0.22731,0.114675,0.011271
0,0.181445,0.040661,0.081385,0.038814
0,0.051175,0.34505,-0.10031,-0.135625
0,0.23232,0.52663,-0.22926,-0.2103
0,0.188955,0.12881,0.06549,0.028275
0,0.222745,0.12488,0.051565,0.048447
0,0.21923,-0.24397,0.16831,-0.001466
0,-0.05902,0.575465,0.007783,-0.34097
0,0.084245,0.437445,-0.063205,-0.06929
0,0.140165,0.45431,-0.16834,-0.05112
0,0.28728,0.50904,-0.239285,-0.21683
0,0.036126,-0.002691,0.283515,-0.067545
0,0.207125,-0.18396,0.191405,0.081485
0,-0.06637,0.4749,0.12204,-0.263445
0,0.1553,0.47707,-0.21268,-0.20015
0,0.19551,0.30325,-0.12267,-0.034117
0,0.1983,0.196065,0.035287,0.016831
0,0.162925,-0.22307,0.19012,-0.007544
0,0.17283,0.47614,-0.20056,-0.17972
0,-0.07611,0.542045,0.139135,-0.20487
0,0.262115,0.55136,-0.21765,-0.205065
0,0.151645,0.11474,0.105675,0.017542
0,0.032749,0.259075,0.053365,-0.021057
0,0.20316,0.1792,0.036273,0.019741
0,0.032148,0.35509,0.017465,-0.020669
0,-0.005892,-0.078945,0.4015,-0.001402
0,0.201075,-0.13502,0.124785,0.018318
0,0.21239,0.38478,-0.13848,-0.053835
0,0.1444,0.022348,0.229535,-0.012199
0,0.13052,0.400405,-0.011796,-0.08804
0,0.13303,0.158405,0.098095,0.009331
0,0.01899,0.03549,0.03786,-0.02222
0,0.040678,0.45783,-0.10746,-0.20907
0,0.122635,0.148265,0.010011,-0.002824
0,-0.047962,0.004552,0.31102,-0.07414
0,0.000864,0.43465,0.069945,-0.19834
0,0.029418,0.538635,-0.06942,-0.21638
0,0.047366,-0.028557,0.359515,-0.033794
0,0.190585,0.507285,-0.202315,-0.228145
0,0.12849,-0.22038,0.29928,0.0039
0,0.097145,0.319805,0.004612,0.029051
0,0.251485,-0.24852,0.175125,-0.011876
0,0.07739,0.45907,-0.08163,-0.086875
0,0.148595,0.341845,-0.01351,0.035646
0,-0.019194,-0.052355,0.40257,0.024784
0,0.16878,-0.204755,0.21835,0.05349
0,0.167915,0.517835,-0.186505,-0.184955
0,0.227985,-0.121055,0.132065,0.08084
0,0.016783,0.341845,0.034859,-0.027846
0,0.010489,-0.023073,0.386335,0.045473
0,0.205985,-0.13978,0.103535,0.033706
0,0.047113,0.292805,0.09381,-0.016272
0,0.038082,0.291045,0.059795,-0.032307
0,0.178805,0.488765,-0.198975,-0.17319
0,0.24647,0.013864,0.010396,0.016831
0,0.046485,-0.189855,0.232145,-0.014785
0,0.09909,0.463105,-0.17605,-0.0936
0,0.174925,0.158195,0.011339,-0.008255
0,0.06783,0.21179,0.106705,0.016055
0,0.13324,0.5377,-0.16997,-0.208425
0,0.20013,-0.179715,0.177865,0.013405
0,0.126835,0.12995,0.10469,0.010043
0,0.09786,-0.255765,0.430635,-0.071485
0,0.0759,0.28473,0.004741,-0.001337
0,0.025975,-0.163165,0.154475,-0.049245
0,0.022063,0.147435,0.216125,0.035775
0,-0.069425,0.62513,0.034559,-0.377435
0,0.17123,-0.007347,0.040171,0.014568
0,0.18291,0.28432,-0.085785,-0.011876
0,0.258655,0.19803,-0.09915,0.020387
0,0.118645,0.52363,-0.150435,-0.160065
0,0.173335,-0.20362,0.21441,0.07709
0,0.21817,0.023176,0.071405,0.10101
0,0.180385,0.34288,-0.05811,0.014116
0,0.126655,0.145675,-0.0411,-0.006122
0,0.15432,-0.129225,0.111545,0.015474
0,0.053035,0.12271,0.12594,-0.008514
0,0.11533,0.17682,0.028776,0.020969
0,0.19646,-0.14578,0.110645,0.015409
0,0.02853,-0.00124,0.062105,-0.028105
0,-0.132395,0.50687,-0.06655,-0.273535
0,-0.056955,0.090635,0.34572,0.035064
0,0.18351,0.14971,0.042571,0.015344
0,0.141045,0.36554,-0.040929,-0.09392
0,0.072535,0.439515,-0.11162,-0.03263
0,-0.11705,0.61892,0.035202,-0.37918
