Concrete Compressive Strength,Cement,Blast Furnace Slag,Fly Ash,Water,Superplasticizer,Coarse Aggregate,Fine Aggregate,Age
15.437367,231.75,0,121.62,173.96,6.72,1056.4,778.45,3
15.361526,249.1,0,98.75,158.11,12.8,987.76,889.01,3
15.340841,218.85,0,124.13,158.49,11.33,1078.7,794.91,3
15.069976,202,11,141,206,1.72,942,801,7
15.049192,349,0,0,192,0,1047,806.9,3
15.044366,190.68,0,125.4,162.14,7.77,1090,804.01,3
15.030577,212,141.3,0,203.5,0,973.4,750,7
14.989208,349,0,0,192,0,1047,806,3
14.989208,310,0,0,192,0,970,850,7
14.940945,167.35,129.9,128.62,175.46,7.79,1006.3,746.6,3
14.843729,295.8,0,0,185.7,0,1091.4,769.3,7
14.796155,295,0,0,185,0,1069,769,7
14.699628,385,0,0,186,0,966,763,3
14.638265,198.6,132.4,0,192,0,978.4,825.5,7
14.596896,289,0,0,192,0,913.2,895.3,7
14.589313,139.6,209.4,0,192,0,1047,806.9,7
14.541049,381.4,0,0,185.7,0,1104.6,784.3,7
14.4996805,281,0,0,186,0,1104,774,7
14.396259,165,0.02,143.57,163.81,0,1005.6,900.9,3
14.306627,331,0,0,192,0,1025,821,3
14.203206,275,0,0,183,0,1088,808,7
14.203206,296,0,0,192,0,1085,765,7
14.14391,305.3,203.5,0,203.5,0,965.4,631,3
13.817099,250,0,95.69,187.42,5.53,956.86,861.17,3
13.713677,252,0,0,185,0,1111,784,7
13.664036,133,200,0,192,0,927.4,839.2,7
13.624045,181.38,0,167.01,169.59,7.56,1055.6,777.8,3
13.56544,236,157,0,192,0,972.6,749.1,3
13.541308,212.52,0,100.37,159.32,8.71,1007.8,903.59,3
13.520624,331,0,0,192,0,978,825,3
13.520624,331,0,0,192,0,879,825,3
13.395534,284,15,141,179,5.46,842,801,3
13.35515,229.68,0,118.16,195.23,6.13,1028.1,757.63,3
13.334466,212.57,0,100.39,159.35,10.37,1003.8,903.79,3
13.22415,339,0,0,197,0,968,781,3
13.182781,213.76,98.06,24.52,181.74,6.65,1066,785.52,3
13.1207285,251.37,0,118.27,188.45,6.35,1028.4,757.73,3
13.089012,220.8,147.2,0,185.7,0,1055,744.3,7
12.788401,192,288,0,192,0,929.8,716.1,3
12.734622,250,0,0,182,0,1100,820,7
12.548463,190.34,0,125.18,166.61,9.88,1079,798.9,3
12.541569,307,0,0,193,0,968,812,3
12.472621,212.07,0,121.62,180.31,5.69,1057.6,779.32,3
12.451937,194.68,0,100.52,165.62,7.48,1006.4,905.9,3
12.372647,181.9,272.8,0,185.7,0,1012.4,714.3,7
12.1761465,194.68,0,100.52,170.17,7.48,998,901.8,3
12.05204,238,0,0,186,0,1119,789,7
11.983093,251.37,0,118.27,192.94,5.75,1043.6,754.3,3
11.957582,203.5,135.7,0,185.7,0,1076.2,759.3,7
11.852093,310,0,0,192,0,1012,830,3
11.654902,289,0,0,192,0,913.2,895.3,3
11.576302,222.36,0,96.67,189.29,4.46,967.08,870.32,3
11.483912,252.5,0,0,185.7,0,1111.6,784.3,7
11.465986,382,0,0,186,0,1111,784,7
11.465986,252,0,0,186,0,1111,784,7
11.414275,200,133,0,192,0,965.4,806.2,3
11.392212,173,116,0,192,0,946.8,856.8,7
11.362564,277,0,0,191,0,968,856,3
11.169511,225,0,0,181,0,1113,833,7
10.787541,183.9,122.6,0,203.5,0,959.2,800,7
10.76272,166.09,0,163.27,176.46,4.49,1058.6,780.09,3
10.730315,170.3,155.5,0,185.7,0,1026.6,724.3,7
10.39385,141.3,212,0,203.5,0,971.8,748.5,7
10.383509,233.81,0,94.58,197.89,4.567,947.04,852.16,3
10.35455,122.6,183.9,0,203.5,0,958.2,800.1,7
10.335935,238.1,0,0,185.7,0,1118.8,789.3,7
10.222171,255,0,0,192,0,889.8,945,7
10.089792,116,173,0,192,0,909.8,891.9,7
10.031876,229.97,0,118.31,195.47,4.63,1029.4,758.59,3
9.990507,236,0,0,193,0,968,885,7
9.866402,310,0,0,192,0,971,850.6,3
9.849657,202,11,141,206,1.72,942,801,3
9.731264,250.2,166.8,0,203.5,0,977.6,694.1,3
9.694722,157,236,0,192,0,935.4,781.2,3
9.6175,158.8,238.2,0,185.7,0,1040.6,734.3,7
9.561653,203.5,305.3,0,203.5,0,963.4,630,3
9.445821,190.34,0,125.18,161.85,9.88,1088.1,802.59,3
9.307926,254,0,0,198,0,968,863,3
9.13142,198.6,132.4,0,192,0,978.4,825.5,3
9.011452,349,0,0,192,0,1056,809,7
8.48745,250,0,95.69,191.84,5.33,948.9,857.2,3
8.374375,153,102,0,192,0,888,943.1,7
8.204075,255,0,0,192,0,889.8,945,3
8.063422,139.6,209.4,0,192,0,1047,806.9,3
7.995853,186.2,124.1,0,185.7,0,1083.4,764.3,7
7.839342,200,0,0,180,0,1125,845,7
7.74971,167.95,42.08,163.83,121.75,5.72,1058.7,780.11,3
7.7235103,108.3,162.4,0,203.5,0,938.2,849,7
7.675936,102,153,0,192,0,887,942,7
7.5070148,135.7,203.5,0,185.7,0,1076.2,759.3,7
7.3980775,168.88,42.22,124.25,158.33,10.83,1080.8,796.15,3
7.3153405,182.04,45.21,121.97,170.21,8.19,1059.4,780.65,3
6.9409547,173,116,0,192,0,946.8,856.8,3
6.902344,166.8,250.2,0,203.5,0,975.6,692.6,3
6.8837285,133,200,0,192,0,927.4,839.2,3
6.8085756,212,141.3,0,203.5,0,973.4,750,3
6.4672847,236,0,0,194,0,968,885,3
6.280437,116,173,0,192,0,909.8,891.9,3
4.9035535,183.9,122.6,0,203.5,0,959.2,800,3
4.827711,141.3,212,0,203.5,0,971.8,748.5,3
4.7822056,153,102,0,192,0,888,943.1,3
4.5650206,102,153,0,192,0,887,942,3
3.3198268,122.6,183.9,0,203.5,0,958.2,800.1,3
2.3318079,108.3,162.4,0,203.5,0,938.2,849,3
